template,story_id,source,condition,intent_label,outcome_label,mean_norm_blame,n
acceptable7,YS2008-ALARM-accidental,YS2008,accidental,innocent,harm,0.7499,1
acceptable7,YS2008-ALARM-attempted,YS2008,attempted,guilty,no_harm,0.4466,1
acceptable7,YS2008-ALARM-intentional,YS2008,intentional,guilty,harm,0.6852,1
acceptable7,YS2008-ALARM-neutral,YS2008,neutral,innocent,no_harm,0.3859,1
acceptable7,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,0.6643,1
acceptable7,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,0.6787,1
acceptable7,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,0.4669,1
acceptable7,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,0.4091,1
acceptable7,YS2008-BOUNCY BALL-accidental,YS2008,accidental,innocent,harm,0.742,1
acceptable7,YS2008-BOUNCY BALL-attempted,YS2008,attempted,guilty,no_harm,0.3009,1
acceptable7,YS2008-BOUNCY BALL-intentional,YS2008,intentional,guilty,harm,0.5673,1
acceptable7,YS2008-BOUNCY BALL-neutral,YS2008,neutral,innocent,no_harm,0.3609,1
acceptable7,YS2008-CHAIRLIFT-accidental,YS2008,accidental,innocent,harm,0.9751,1
acceptable7,YS2008-CHAIRLIFT-attempted,YS2008,attempted,guilty,no_harm,0.4394,1
acceptable7,YS2008-CHAIRLIFT-intentional,YS2008,intentional,guilty,harm,0.9819,1
acceptable7,YS2008-CHAIRLIFT-neutral,YS2008,neutral,innocent,no_harm,0.0005,1
acceptable7,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,0.8874,1
acceptable7,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,0.7327,1
acceptable7,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,0.9335,1
acceptable7,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,0.3001,1
acceptable7,YS2008-CPR-accidental,YS2008,accidental,innocent,harm,0.8024,1
acceptable7,YS2008-CPR-attempted,YS2008,attempted,guilty,no_harm,0.8955,1
acceptable7,YS2008-CPR-intentional,YS2008,intentional,guilty,harm,0.7564,1
acceptable7,YS2008-CPR-neutral,YS2008,neutral,innocent,no_harm,0.3411,1
acceptable7,YS2008-FUMIGATION-accidental,YS2008,accidental,innocent,harm,0.9449,1
acceptable7,YS2008-FUMIGATION-attempted,YS2008,attempted,guilty,no_harm,0.8333,1
acceptable7,YS2008-FUMIGATION-intentional,YS2008,intentional,guilty,harm,0.9175,1
acceptable7,YS2008-FUMIGATION-neutral,YS2008,neutral,innocent,no_harm,0.6112,1
acceptable7,YS2008-MALARIA POND-accidental,YS2008,accidental,innocent,harm,0.4158,1
acceptable7,YS2008-MALARIA POND-attempted,YS2008,attempted,guilty,no_harm,0.0906,1
acceptable7,YS2008-MALARIA POND-intentional,YS2008,intentional,guilty,harm,0.4223,1
acceptable7,YS2008-MALARIA POND-neutral,YS2008,neutral,innocent,no_harm,0.008,1
acceptable7,YS2008-RABIES-accidental,YS2008,accidental,innocent,harm,0.7448,1
acceptable7,YS2008-RABIES-attempted,YS2008,attempted,guilty,no_harm,0.9804,1
acceptable7,YS2008-RABIES-intentional,YS2008,intentional,guilty,harm,0.7774,1
acceptable7,YS2008-RABIES-neutral,YS2008,neutral,innocent,no_harm,0.0425,1
acceptable7,YS2008-SEATBELT-accidental,YS2008,accidental,innocent,harm,0.6532,1
acceptable7,YS2008-SEATBELT-attempted,YS2008,attempted,guilty,no_harm,0.5254,1
acceptable7,YS2008-SEATBELT-intentional,YS2008,intentional,guilty,harm,0.5996,1
acceptable7,YS2008-SEATBELT-neutral,YS2008,neutral,innocent,no_harm,0.5521,1
acceptable7,YS2008-SPINACH-accidental,YS2008,accidental,innocent,harm,0.654,1
acceptable7,YS2008-SPINACH-attempted,YS2008,attempted,guilty,no_harm,0.4101,1
acceptable7,YS2008-SPINACH-intentional,YS2008,intentional,guilty,harm,0.6953,1
acceptable7,YS2008-SPINACH-neutral,YS2008,neutral,innocent,no_harm,0.2748,1
acceptable7,YS2008-SUSHI-accidental,YS2008,accidental,innocent,harm,0.5494,1
acceptable7,YS2008-SUSHI-attempted,YS2008,attempted,guilty,no_harm,0.7067,1
acceptable7,YS2008-SUSHI-intentional,YS2008,intentional,guilty,harm,0.7152,1
acceptable7,YS2008-SUSHI-neutral,YS2008,neutral,innocent,no_harm,0.0012,1
acceptable7,YS2008-TEENAGERS-accidental,YS2008,accidental,innocent,harm,0.768,1
acceptable7,YS2008-TEENAGERS-attempted,YS2008,attempted,guilty,no_harm,0.4946,1
acceptable7,YS2008-TEENAGERS-intentional,YS2008,intentional,guilty,harm,0.7171,1
acceptable7,YS2008-TEENAGERS-neutral,YS2008,neutral,innocent,no_harm,0.4184,1
acceptable7,YS2008-TREE HOUSE-accidental,YS2008,accidental,innocent,harm,0.8007,1
acceptable7,YS2008-TREE HOUSE-attempted,YS2008,attempted,guilty,no_harm,0.4506,1
