model,template,sample,story_id,source,condition,intent_label,outcome_label,raw_rating,norm_rating
unsloth/gemma-2-9b,human_verbatim,0,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,1.2102,0.1051
unsloth/gemma-2-9b,human_verbatim,0,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,1.3001,0.1501
unsloth/gemma-2-9b,human_verbatim,0,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,1.2015,0.1007
unsloth/gemma-2-9b,human_verbatim,0,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,1.3068,0.1534
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_02-neutral,YS2008,neutral,innocent,no_harm,1.3293,0.1646
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_02-accidental,YS2008,accidental,innocent,harm,1.5364,0.2682
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_02-attempted,YS2008,attempted,guilty,no_harm,1.3124,0.1562
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_02-intentional,YS2008,intentional,guilty,harm,1.5364,0.2682
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_03-neutral,YS2008,neutral,innocent,no_harm,1.356,0.178
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_03-accidental,YS2008,accidental,innocent,harm,1.5359,0.268
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_03-attempted,YS2008,attempted,guilty,no_harm,1.3876,0.1938
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_03-intentional,YS2008,intentional,guilty,harm,1.5359,0.268
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_04-neutral,YS2008,neutral,innocent,no_harm,1.4248,0.2124
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_04-accidental,YS2008,accidental,innocent,harm,1.5024,0.2512
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_04-attempted,YS2008,attempted,guilty,no_harm,1.4622,0.2311
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_04-intentional,YS2008,intentional,guilty,harm,1.5582,0.2791
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_05-neutral,YS2008,neutral,innocent,no_harm,1.3001,0.1501
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_05-accidental,YS2008,accidental,innocent,harm,1.4078,0.2039
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_05-attempted,YS2008,attempted,guilty,no_harm,1.3001,0.1501
unsloth/gemma-2-9b,human_verbatim,0,YS2008-YS2008_05-intentional,YS2008,intentional,guilty,harm,1.3902,0.1951
