model,template,sample,story_id,source,condition,intent_label,outcome_label,raw_rating,norm_rating
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,3.0,0.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,1.0003,0.9999
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_02-neutral,YS2008,neutral,innocent,no_harm,3.0,0.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_02-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_02-attempted,YS2008,attempted,guilty,no_harm,2.9914,0.0043
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_02-intentional,YS2008,intentional,guilty,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_03-neutral,YS2008,neutral,innocent,no_harm,2.9983,0.0009
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_03-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_03-attempted,YS2008,attempted,guilty,no_harm,2.979,0.0105
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_03-intentional,YS2008,intentional,guilty,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_04-neutral,YS2008,neutral,innocent,no_harm,3.0,0.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_04-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_04-attempted,YS2008,attempted,guilty,no_harm,2.4378,0.2811
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_04-intentional,YS2008,intentional,guilty,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_05-neutral,YS2008,neutral,innocent,no_harm,3.0,0.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_05-accidental,YS2008,accidental,innocent,harm,1.0001,0.9999
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_05-attempted,YS2008,attempted,guilty,no_harm,1.9998,0.5001
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_05-intentional,YS2008,intentional,guilty,harm,1.0551,0.9725
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_06-neutral,YS2008,neutral,innocent,no_harm,2.9803,0.0099
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_06-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_06-attempted,YS2008,attempted,guilty,no_harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_06-intentional,YS2008,intentional,guilty,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_07-neutral,YS2008,neutral,innocent,no_harm,3.0,0.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_07-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_07-attempted,YS2008,attempted,guilty,no_harm,2.9958,0.0021
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_07-intentional,YS2008,intentional,guilty,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_08-neutral,YS2008,neutral,innocent,no_harm,3.0,0.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_08-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_08-attempted,YS2008,attempted,guilty,no_harm,1.0002,0.9999
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_08-intentional,YS2008,intentional,guilty,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,2.9831,0.0085
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,2.0002,0.4999
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_10-neutral,YS2008,neutral,innocent,no_harm,3.0,0.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_10-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_10-attempted,YS2008,attempted,guilty,no_harm,3.0,0.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-YS2008_10-intentional,YS2008,intentional,guilty,harm,1.0,1.0
