model,template,sample,story_id,source,condition,intent_label,outcome_label,raw_rating,norm_rating
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,1.1,0.05
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,2.9916,0.9958
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,1.7207,0.3604
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,2.9925,0.9963
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_02-neutral,YS2008,neutral,innocent,no_harm,1.412,0.206
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_02-accidental,YS2008,accidental,innocent,harm,2.7545,0.8773
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_02-attempted,YS2008,attempted,guilty,no_harm,1.6798,0.3399
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_02-intentional,YS2008,intentional,guilty,harm,2.7955,0.8978
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_03-neutral,YS2008,neutral,innocent,no_harm,1.9558,0.4779
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_03-accidental,YS2008,accidental,innocent,harm,2.7412,0.8706
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_03-attempted,YS2008,attempted,guilty,no_harm,2.0,0.5
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_03-intentional,YS2008,intentional,guilty,harm,2.6208,0.8104
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_04-neutral,YS2008,neutral,innocent,no_harm,1.3849,0.1925
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_04-accidental,YS2008,accidental,innocent,harm,2.2008,0.6004
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_04-attempted,YS2008,attempted,guilty,no_harm,1.5117,0.2559
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_04-intentional,YS2008,intentional,guilty,harm,2.165,0.5825
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_05-neutral,YS2008,neutral,innocent,no_harm,1.5669,0.2835
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_05-accidental,YS2008,accidental,innocent,harm,2.0831,0.5416
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_05-attempted,YS2008,attempted,guilty,no_harm,2.0645,0.5323
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_05-intentional,YS2008,intentional,guilty,harm,1.8783,0.4392
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-YS2008_06-neutral,YS2008,neutral,innocent,no_harm,1.3082,0.1541
