model,template,sample,story_id,source,condition,intent_label,outcome_label,raw_rating,norm_rating
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,1.864,0.568
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,1.6699,0.665
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,1.8258,0.5871
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,1.6638,0.6681
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_02-neutral,YS2008,neutral,innocent,no_harm,1.9912,0.5044
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_02-accidental,YS2008,accidental,innocent,harm,1.8261,0.5869
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_02-attempted,YS2008,attempted,guilty,no_harm,1.9738,0.5131
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_02-intentional,YS2008,intentional,guilty,harm,1.8282,0.5859
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_03-neutral,YS2008,neutral,innocent,no_harm,1.8584,0.5708
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_03-accidental,YS2008,accidental,innocent,harm,1.7914,0.6043
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_03-attempted,YS2008,attempted,guilty,no_harm,1.8888,0.5556
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_03-intentional,YS2008,intentional,guilty,harm,1.7896,0.6052
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_04-neutral,YS2008,neutral,innocent,no_harm,1.7568,0.6216
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_04-accidental,YS2008,accidental,innocent,harm,1.6259,0.687
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_04-attempted,YS2008,attempted,guilty,no_harm,1.7942,0.6029
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_04-intentional,YS2008,intentional,guilty,harm,1.6335,0.6833
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_05-neutral,YS2008,neutral,innocent,no_harm,1.9584,0.5208
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_05-accidental,YS2008,accidental,innocent,harm,1.7616,0.6192
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_05-attempted,YS2008,attempted,guilty,no_harm,1.964,0.518
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_05-intentional,YS2008,intentional,guilty,harm,1.7524,0.6238
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_06-neutral,YS2008,neutral,innocent,no_harm,1.8146,0.5927
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_06-accidental,YS2008,accidental,innocent,harm,1.5749,0.7126
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_06-attempted,YS2008,attempted,guilty,no_harm,1.7782,0.6109
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_06-intentional,YS2008,intentional,guilty,harm,1.5627,0.7186
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_07-neutral,YS2008,neutral,innocent,no_harm,1.8208,0.5896
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-YS2008_07-accidental,YS2008,accidental,innocent,harm,1.6226,0.6887
