template,story_id,source,condition,intent_label,outcome_label,mean_norm_blame,n
human_verbatim,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,0.5117,1
human_verbatim,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,0.9727,1
human_verbatim,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,0.707,1
human_verbatim,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,0.9738,1
human_verbatim,YS2008-YS2008_02-neutral,YS2008,neutral,innocent,no_harm,0.4442,1
human_verbatim,YS2008-YS2008_02-accidental,YS2008,accidental,innocent,harm,0.9557,1
human_verbatim,YS2008-YS2008_02-attempted,YS2008,attempted,guilty,no_harm,0.7285,1
human_verbatim,YS2008-YS2008_02-intentional,YS2008,intentional,guilty,harm,0.9617,1
human_verbatim,YS2008-YS2008_03-neutral,YS2008,neutral,innocent,no_harm,0.3933,1
human_verbatim,YS2008-YS2008_03-accidental,YS2008,accidental,innocent,harm,0.9339,1
human_verbatim,YS2008-YS2008_03-attempted,YS2008,attempted,guilty,no_harm,0.8154,1
human_verbatim,YS2008-YS2008_03-intentional,YS2008,intentional,guilty,harm,0.9396,1
human_verbatim,YS2008-YS2008_04-neutral,YS2008,neutral,innocent,no_harm,0.4267,1
human_verbatim,YS2008-YS2008_04-accidental,YS2008,accidental,innocent,harm,0.9635,1
human_verbatim,YS2008-YS2008_04-attempted,YS2008,attempted,guilty,no_harm,0.6119,1
human_verbatim,YS2008-YS2008_04-intentional,YS2008,intentional,guilty,harm,0.9676,1
human_verbatim,YS2008-YS2008_05-neutral,YS2008,neutral,innocent,no_harm,0.5155,1
human_verbatim,YS2008-YS2008_05-accidental,YS2008,accidental,innocent,harm,0.8868,1
human_verbatim,YS2008-YS2008_05-attempted,YS2008,attempted,guilty,no_harm,0.6165,1
human_verbatim,YS2008-YS2008_05-intentional,YS2008,intentional,guilty,harm,0.8683,1
human_verbatim,YS2008-YS2008_06-neutral,YS2008,neutral,innocent,no_harm,0.3917,1
human_verbatim,YS2008-YS2008_06-accidental,YS2008,accidental,innocent,harm,0.9621,1
human_verbatim,YS2008-YS2008_06-attempted,YS2008,attempted,guilty,no_harm,0.9309,1
human_verbatim,YS2008-YS2008_06-intentional,YS2008,intentional,guilty,harm,0.9621,1
human_verbatim,YS2008-YS2008_07-neutral,YS2008,neutral,innocent,no_harm,0.4788,1
human_verbatim,YS2008-YS2008_07-accidental,YS2008,accidental,innocent,harm,0.9493,1
human_verbatim,YS2008-YS2008_07-attempted,YS2008,attempted,guilty,no_harm,0.9418,1
human_verbatim,YS2008-YS2008_07-intentional,YS2008,intentional,guilty,harm,0.9677,1
human_verbatim,YS2008-YS2008_08-neutral,YS2008,neutral,innocent,no_harm,0.5811,1
human_verbatim,YS2008-YS2008_08-accidental,YS2008,accidental,innocent,harm,0.975,1
human_verbatim,YS2008-YS2008_08-attempted,YS2008,attempted,guilty,no_harm,0.9245,1
human_verbatim,YS2008-YS2008_08-intentional,YS2008,intentional,guilty,harm,0.9714,1
human_verbatim,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,0.7764,1
human_verbatim,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,0.9365,1
human_verbatim,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,0.6524,1
human_verbatim,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,0.9187,1
human_verbatim,YS2008-YS2008_10-neutral,YS2008,neutral,innocent,no_harm,0.4097,1
human_verbatim,YS2008-YS2008_10-accidental,YS2008,accidental,innocent,harm,0.8968,1
human_verbatim,YS2008-YS2008_10-attempted,YS2008,attempted,guilty,no_harm,0.8944,1
human_verbatim,YS2008-YS2008_10-intentional,YS2008,intentional,guilty,harm,0.9576,1
human_verbatim,YS2008-YS2008_11-neutral,YS2008,neutral,innocent,no_harm,0.3478,1
