model,template,sample,story_id,source,condition,intent_label,outcome_label,raw_rating,norm_rating
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,1.0002,0.9999
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,1.0004,0.9998
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,1.0,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_02-neutral,YS2008,neutral,innocent,no_harm,2.8668,0.0666
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_02-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_02-attempted,YS2008,attempted,guilty,no_harm,1.0,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_02-intentional,YS2008,intentional,guilty,harm,1.0,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_03-neutral,YS2008,neutral,innocent,no_harm,1.1549,0.9225
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_03-accidental,YS2008,accidental,innocent,harm,1.0001,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_03-attempted,YS2008,attempted,guilty,no_harm,1.0002,0.9999
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_03-intentional,YS2008,intentional,guilty,harm,1.0001,0.9999
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_04-neutral,YS2008,neutral,innocent,no_harm,2.9219,0.0391
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_04-accidental,YS2008,accidental,innocent,harm,1.0003,0.9998
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_04-attempted,YS2008,attempted,guilty,no_harm,2.7242,0.1379
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_04-intentional,YS2008,intentional,guilty,harm,1.0006,0.9997
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_05-neutral,YS2008,neutral,innocent,no_harm,2.2696,0.3652
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_05-accidental,YS2008,accidental,innocent,harm,1.0004,0.9998
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_05-attempted,YS2008,attempted,guilty,no_harm,1.0612,0.9694
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_05-intentional,YS2008,intentional,guilty,harm,1.0018,0.9991
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_06-neutral,YS2008,neutral,innocent,no_harm,2.1018,0.4491
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_06-accidental,YS2008,accidental,innocent,harm,1.0001,0.9999
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_06-attempted,YS2008,attempted,guilty,no_harm,1.0001,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_06-intentional,YS2008,intentional,guilty,harm,1.0003,0.9999
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_07-neutral,YS2008,neutral,innocent,no_harm,2.4071,0.2965
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_07-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_07-attempted,YS2008,attempted,guilty,no_harm,1.0001,0.9999
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_07-intentional,YS2008,intentional,guilty,harm,1.0,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_08-neutral,YS2008,neutral,innocent,no_harm,1.0006,0.9997
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_08-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_08-attempted,YS2008,attempted,guilty,no_harm,1.0001,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_08-intentional,YS2008,intentional,guilty,harm,1.0001,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,1.0004,0.9998
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,1.0015,0.9992
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,1.0001,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_10-neutral,YS2008,neutral,innocent,no_harm,1.7711,0.6144
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_10-accidental,YS2008,accidental,innocent,harm,1.0001,0.9999
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_10-attempted,YS2008,attempted,guilty,no_harm,1.0,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_10-intentional,YS2008,intentional,guilty,harm,1.0,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_11-neutral,YS2008,neutral,innocent,no_harm,1.9516,0.5242
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_11-accidental,YS2008,accidental,innocent,harm,1.0,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_11-attempted,YS2008,attempted,guilty,no_harm,1.0004,0.9998
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_11-intentional,YS2008,intentional,guilty,harm,1.0001,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_12-neutral,YS2008,neutral,innocent,no_harm,2.3735,0.3133
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_12-accidental,YS2008,accidental,innocent,harm,1.0009,0.9996
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_12-attempted,YS2008,attempted,guilty,no_harm,1.0001,1.0
Qwen/Qwen2.5-3B-Instruct,human_verbatim,0,YS2008-YS2008_12-intentional,YS2008,intentional,guilty,harm,1.0011,0.9995
