model,template,sample,story_id,source,condition,intent_label,outcome_label,raw_rating,norm_rating
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,1.8804,0.5598
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,1.8371,0.5815
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,1.9109,0.5445
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,1.8471,0.5764
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_02-neutral,YS2008,neutral,innocent,no_harm,1.9352,0.5324
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_02-accidental,YS2008,accidental,innocent,harm,1.8506,0.5747
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_02-attempted,YS2008,attempted,guilty,no_harm,1.9626,0.5187
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_02-intentional,YS2008,intentional,guilty,harm,1.8538,0.5731
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_03-neutral,YS2008,neutral,innocent,no_harm,1.8926,0.5537
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_03-accidental,YS2008,accidental,innocent,harm,1.8791,0.5604
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_03-attempted,YS2008,attempted,guilty,no_harm,1.9061,0.547
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_03-intentional,YS2008,intentional,guilty,harm,1.8657,0.5671
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_04-neutral,YS2008,neutral,innocent,no_harm,1.8712,0.5644
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_04-accidental,YS2008,accidental,innocent,harm,1.8442,0.5779
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_04-attempted,YS2008,attempted,guilty,no_harm,1.8846,0.5577
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_04-intentional,YS2008,intentional,guilty,harm,1.8374,0.5813
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_05-neutral,YS2008,neutral,innocent,no_harm,1.8457,0.5771
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_05-accidental,YS2008,accidental,innocent,harm,1.8059,0.597
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_05-attempted,YS2008,attempted,guilty,no_harm,1.8321,0.584
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_05-intentional,YS2008,intentional,guilty,harm,1.7963,0.6019
