layer,probe_name,cv_acc,cv_std,chance,n
0,intent_noharm,0.7914,0.045,0.5,144
1,intent_noharm,0.7281,0.0629,0.5,144
2,intent_noharm,0.7286,0.0426,0.5,144
3,intent_noharm,0.7843,0.056,0.5,144
4,intent_noharm,0.7971,0.0637,0.5,144
5,intent_noharm,0.7276,0.0581,0.5,144
6,intent_noharm,0.7557,0.0571,0.5,144
7,intent_noharm,0.7205,0.0795,0.5,144
8,intent_noharm,0.8062,0.0559,0.5,144
9,intent_noharm,0.8181,0.0734,0.5,144
10,intent_noharm,0.7976,0.0592,0.5,144
11,intent_noharm,0.8252,0.0716,0.5,144
12,intent_noharm,0.8595,0.0722,0.5,144
13,intent_noharm,0.86,0.041,0.5,144
14,intent_noharm,0.8814,0.0432,0.5,144
15,intent_noharm,0.8319,0.0723,0.5,144
16,intent_noharm,0.8052,0.0551,0.5,144
17,intent_noharm,0.7833,0.0838,0.5,144
18,intent_noharm,0.7414,0.0922,0.5,144
19,intent_noharm,0.7557,0.0728,0.5,144
20,intent_noharm,0.7424,0.0735,0.5,144
21,intent_noharm,0.7148,0.0566,0.5,144
22,intent_noharm,0.7229,0.0576,0.5,144
23,intent_noharm,0.7357,0.0379,0.5,144
24,intent_noharm,0.7214,0.0472,0.5,144
0,intent_harm,0.7525,0.0235,0.5,154
1,intent_harm,0.7537,0.0539,0.5,154
2,intent_harm,0.7608,0.0511,0.5,154
3,intent_harm,0.7542,0.0566,0.5,154
4,intent_harm,0.8108,0.0419,0.5,154
5,intent_harm,0.7529,0.0352,0.5,154
6,intent_harm,0.7458,0.0526,0.5,154
7,intent_harm,0.7267,0.0559,0.5,154
8,intent_harm,0.81,0.0571,0.5,154
9,intent_harm,0.8113,0.0389,0.5,154
10,intent_harm,0.7971,0.061,0.5,154
11,intent_harm,0.8037,0.051,0.5,154
12,intent_harm,0.8229,0.0575,0.5,154
13,intent_harm,0.8108,0.0419,0.5,154
14,intent_harm,0.8108,0.0355,0.5,154
15,intent_harm,0.8038,0.0891,0.5,154
16,intent_harm,0.7971,0.0671,0.5,154
17,intent_harm,0.8037,0.0833,0.5,154
18,intent_harm,0.7517,0.0663,0.5,154
19,intent_harm,0.7446,0.081,0.5,154
20,intent_harm,0.7583,0.0459,0.5,154
21,intent_harm,0.7321,0.0619,0.5,154
22,intent_harm,0.7196,0.0494,0.5,154
23,intent_harm,0.7267,0.03,0.5,154
24,intent_harm,0.7529,0.0188,0.5,154
0,outcome_innocent,0.8524,0.045,0.5168,149
1,outcome_innocent,0.8657,0.0212,0.5168,149
2,outcome_innocent,0.8724,0.0253,0.5168,149
3,outcome_innocent,0.8993,0.0919,0.5168,149
4,outcome_innocent,0.9193,0.0272,0.5168,149
5,outcome_innocent,0.9057,0.0399,0.5168,149
6,outcome_innocent,0.8726,0.0384,0.5168,149
7,outcome_innocent,0.8857,0.0175,0.5168,149
8,outcome_innocent,0.9057,0.0399,0.5168,149
9,outcome_innocent,0.9393,0.0261,0.5168,149
10,outcome_innocent,0.9395,0.0251,0.5168,149
11,outcome_innocent,0.9731,0.025,0.5168,149
12,outcome_innocent,0.9531,0.0452,0.5168,149
13,outcome_innocent,0.9526,0.0409,0.5168,149
14,outcome_innocent,0.9733,0.0327,0.5168,149
15,outcome_innocent,0.9262,0.0679,0.5168,149
16,outcome_innocent,0.9462,0.0454,0.5168,149
17,outcome_innocent,0.9262,0.0388,0.5168,149
18,outcome_innocent,0.9395,0.0328,0.5168,149
19,outcome_innocent,0.9462,0.05,0.5168,149
20,outcome_innocent,0.9195,0.016,0.5168,149
21,outcome_innocent,0.8922,0.0458,0.5168,149
22,outcome_innocent,0.8453,0.0629,0.5168,149
23,outcome_innocent,0.8453,0.0467,0.5168,149
24,outcome_innocent,0.852,0.0469,0.5168,149
0,outcome_guilty,0.8657,0.0212,0.5168,149
1,outcome_guilty,0.8791,0.0272,0.5168,149
2,outcome_guilty,0.8524,0.0337,0.5168,149
3,outcome_guilty,0.8526,0.0648,0.5168,149
4,outcome_guilty,0.9126,0.0169,0.5168,149
5,outcome_guilty,0.8926,0.0325,0.5168,149
6,outcome_guilty,0.8724,0.0253,0.5168,149
7,outcome_guilty,0.8857,0.0503,0.5168,149
8,outcome_guilty,0.9057,0.0264,0.5168,149
9,outcome_guilty,0.9264,0.0246,0.5168,149
10,outcome_guilty,0.9533,0.034,0.5168,149
11,outcome_guilty,0.9529,0.0402,0.5168,149
12,outcome_guilty,0.9667,0.0422,0.5168,149
13,outcome_guilty,0.9595,0.033,0.5168,149
14,outcome_guilty,0.9529,0.0402,0.5168,149
15,outcome_guilty,0.9326,0.0222,0.5168,149
16,outcome_guilty,0.9191,0.0463,0.5168,149
17,outcome_guilty,0.9255,0.0592,0.5168,149
18,outcome_guilty,0.9055,0.0461,0.5168,149
19,outcome_guilty,0.9257,0.0403,0.5168,149
20,outcome_guilty,0.9326,0.0306,0.5168,149
21,outcome_guilty,0.8722,0.0401,0.5168,149
22,outcome_guilty,0.8251,0.0414,0.5168,149
23,outcome_guilty,0.8386,0.0272,0.5168,149
24,outcome_guilty,0.8386,0.0404,0.5168,149
