template,story_id,source,condition,intent_label,outcome_label,mean_norm_blame,n
acceptable7,YS2008-ALARM-accidental,YS2008,accidental,innocent,harm,0.184,1
acceptable7,YS2008-ALARM-attempted,YS2008,attempted,guilty,no_harm,0.1434,1
acceptable7,YS2008-ALARM-intentional,YS2008,intentional,guilty,harm,0.1754,1
acceptable7,YS2008-ALARM-neutral,YS2008,neutral,innocent,no_harm,0.1581,1
acceptable7,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,0.25,1
acceptable7,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,0.2158,1
acceptable7,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,0.2172,1
acceptable7,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,0.205,1
acceptable7,YS2008-BOUNCY BALL-accidental,YS2008,accidental,innocent,harm,0.1522,1
acceptable7,YS2008-BOUNCY BALL-attempted,YS2008,attempted,guilty,no_harm,0.1526,1
acceptable7,YS2008-BOUNCY BALL-intentional,YS2008,intentional,guilty,harm,0.1406,1
acceptable7,YS2008-BOUNCY BALL-neutral,YS2008,neutral,innocent,no_harm,0.1419,1
acceptable7,YS2008-CHAIRLIFT-accidental,YS2008,accidental,innocent,harm,0.2215,1
acceptable7,YS2008-CHAIRLIFT-attempted,YS2008,attempted,guilty,no_harm,0.2165,1
acceptable7,YS2008-CHAIRLIFT-intentional,YS2008,intentional,guilty,harm,0.2184,1
acceptable7,YS2008-CHAIRLIFT-neutral,YS2008,neutral,innocent,no_harm,0.192,1
acceptable7,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,0.2287,1
acceptable7,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,0.2237,1
acceptable7,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,0.2311,1
acceptable7,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,0.2224,1
acceptable7,YS2008-CPR-accidental,YS2008,accidental,innocent,harm,0.2025,1
acceptable7,YS2008-CPR-attempted,YS2008,attempted,guilty,no_harm,0.2286,1
acceptable7,YS2008-CPR-intentional,YS2008,intentional,guilty,harm,0.2129,1
acceptable7,YS2008-CPR-neutral,YS2008,neutral,innocent,no_harm,0.2212,1
acceptable7,YS2008-FUMIGATION-accidental,YS2008,accidental,innocent,harm,0.1587,1
acceptable7,YS2008-FUMIGATION-attempted,YS2008,attempted,guilty,no_harm,0.1613,1
acceptable7,YS2008-FUMIGATION-intentional,YS2008,intentional,guilty,harm,0.1493,1
acceptable7,YS2008-FUMIGATION-neutral,YS2008,neutral,innocent,no_harm,0.1714,1
acceptable7,YS2008-MALARIA POND-accidental,YS2008,accidental,innocent,harm,0.1624,1
acceptable7,YS2008-MALARIA POND-attempted,YS2008,attempted,guilty,no_harm,0.1607,1
acceptable7,YS2008-MALARIA POND-intentional,YS2008,intentional,guilty,harm,0.169,1
acceptable7,YS2008-MALARIA POND-neutral,YS2008,neutral,innocent,no_harm,0.1638,1
acceptable7,YS2008-RABIES-accidental,YS2008,accidental,innocent,harm,0.202,1
acceptable7,YS2008-RABIES-attempted,YS2008,attempted,guilty,no_harm,0.2148,1
acceptable7,YS2008-RABIES-intentional,YS2008,intentional,guilty,harm,0.2051,1
acceptable7,YS2008-RABIES-neutral,YS2008,neutral,innocent,no_harm,0.2075,1
acceptable7,YS2008-SEATBELT-accidental,YS2008,accidental,innocent,harm,0.2074,1
acceptable7,YS2008-SEATBELT-attempted,YS2008,attempted,guilty,no_harm,0.1434,1
acceptable7,YS2008-SEATBELT-intentional,YS2008,intentional,guilty,harm,0.1895,1
acceptable7,YS2008-SEATBELT-neutral,YS2008,neutral,innocent,no_harm,0.1562,1
