model,template,sample,story_id,source,condition,intent_label,outcome_label,raw_rating,norm_rating
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,1.4555,0.2278
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,1.4925,0.2463
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,1.4247,0.2123
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,1.4351,0.2175
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_02-neutral,YS2008,neutral,innocent,no_harm,1.5433,0.2717
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_02-accidental,YS2008,accidental,innocent,harm,1.6186,0.3093
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_02-attempted,YS2008,attempted,guilty,no_harm,1.5451,0.2726
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_02-intentional,YS2008,intentional,guilty,harm,1.5919,0.2959
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_03-neutral,YS2008,neutral,innocent,no_harm,1.6062,0.3031
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_03-accidental,YS2008,accidental,innocent,harm,1.7016,0.3508
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_03-attempted,YS2008,attempted,guilty,no_harm,1.631,0.3155
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_03-intentional,YS2008,intentional,guilty,harm,1.7264,0.3632
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_04-neutral,YS2008,neutral,innocent,no_harm,1.5729,0.2865
Qwen/Qwen2.5-0.5B,human_verbatim,0,YS2008-YS2008_04-accidental,YS2008,accidental,innocent,harm,1.5072,0.2536
