model,template,sample,story_id,source,condition,intent_label,outcome_label,raw_rating,norm_rating
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,1.8162,0.4081
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,2.9722,0.9861
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,1.4002,0.2001
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,2.9819,0.991
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_02-neutral,YS2008,neutral,innocent,no_harm,1.0356,0.0178
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_02-accidental,YS2008,accidental,innocent,harm,2.2691,0.6345
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_02-attempted,YS2008,attempted,guilty,no_harm,1.7142,0.3571
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_02-intentional,YS2008,intentional,guilty,harm,2.1649,0.5824
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_03-neutral,YS2008,neutral,innocent,no_harm,1.6063,0.3031
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_03-accidental,YS2008,accidental,innocent,harm,1.9402,0.4701
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_03-attempted,YS2008,attempted,guilty,no_harm,1.7237,0.3619
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_03-intentional,YS2008,intentional,guilty,harm,1.9864,0.4932
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_04-neutral,YS2008,neutral,innocent,no_harm,1.0805,0.0403
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_04-accidental,YS2008,accidental,innocent,harm,2.1793,0.5897
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_04-attempted,YS2008,attempted,guilty,no_harm,1.1449,0.0725
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_04-intentional,YS2008,intentional,guilty,harm,2.4072,0.7036
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_05-neutral,YS2008,neutral,innocent,no_harm,1.2638,0.1319
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_05-accidental,YS2008,accidental,innocent,harm,2.315,0.6575
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_05-attempted,YS2008,attempted,guilty,no_harm,1.811,0.4055
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_05-intentional,YS2008,intentional,guilty,harm,1.9856,0.4928
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_06-neutral,YS2008,neutral,innocent,no_harm,1.4601,0.23
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_06-accidental,YS2008,accidental,innocent,harm,2.0381,0.519
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_06-attempted,YS2008,attempted,guilty,no_harm,1.9763,0.4882
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_06-intentional,YS2008,intentional,guilty,harm,2.1178,0.5589
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_07-neutral,YS2008,neutral,innocent,no_harm,1.0166,0.0083
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_07-accidental,YS2008,accidental,innocent,harm,2.1268,0.5634
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_07-attempted,YS2008,attempted,guilty,no_harm,1.3228,0.1614
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_07-intentional,YS2008,intentional,guilty,harm,2.0257,0.5129
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_08-neutral,YS2008,neutral,innocent,no_harm,1.4601,0.2301
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_08-accidental,YS2008,accidental,innocent,harm,1.5982,0.2991
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_08-attempted,YS2008,attempted,guilty,no_harm,1.3771,0.1886
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_08-intentional,YS2008,intentional,guilty,harm,1.3679,0.1839
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,1.6699,0.335
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,1.9706,0.4853
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,1.9772,0.4886
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,1.7495,0.3748
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_10-neutral,YS2008,neutral,innocent,no_harm,1.0844,0.0422
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_10-accidental,YS2008,accidental,innocent,harm,2.8107,0.9054
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_10-attempted,YS2008,attempted,guilty,no_harm,1.8637,0.4318
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_10-intentional,YS2008,intentional,guilty,harm,2.7019,0.8509
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_11-neutral,YS2008,neutral,innocent,no_harm,1.262,0.131
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_11-accidental,YS2008,accidental,innocent,harm,1.8238,0.4119
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_11-attempted,YS2008,attempted,guilty,no_harm,1.1533,0.0766
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_11-intentional,YS2008,intentional,guilty,harm,2.4656,0.7328
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_12-neutral,YS2008,neutral,innocent,no_harm,1.9222,0.4611
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_12-accidental,YS2008,accidental,innocent,harm,2.3689,0.6845
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_12-attempted,YS2008,attempted,guilty,no_harm,1.9058,0.4529
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_12-intentional,YS2008,intentional,guilty,harm,2.4036,0.7018
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_13-neutral,YS2008,neutral,innocent,no_harm,1.5414,0.2707
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_13-accidental,YS2008,accidental,innocent,harm,1.6937,0.3469
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_13-attempted,YS2008,attempted,guilty,no_harm,1.279,0.1395
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_13-intentional,YS2008,intentional,guilty,harm,1.7086,0.3543
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_14-neutral,YS2008,neutral,innocent,no_harm,1.8916,0.4458
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_14-accidental,YS2008,accidental,innocent,harm,2.9121,0.956
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_14-attempted,YS2008,attempted,guilty,no_harm,1.9367,0.4684
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_14-intentional,YS2008,intentional,guilty,harm,2.9073,0.9537
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_15-neutral,YS2008,neutral,innocent,no_harm,1.5266,0.2633
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_15-accidental,YS2008,accidental,innocent,harm,1.683,0.3415
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_15-attempted,YS2008,attempted,guilty,no_harm,1.5249,0.2624
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_15-intentional,YS2008,intentional,guilty,harm,2.0093,0.5046
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_16-neutral,YS2008,neutral,innocent,no_harm,1.1136,0.0568
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_16-accidental,YS2008,accidental,innocent,harm,2.0031,0.5015
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_16-attempted,YS2008,attempted,guilty,no_harm,1.7285,0.3642
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_16-intentional,YS2008,intentional,guilty,harm,2.0473,0.5237
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_17-neutral,YS2008,neutral,innocent,no_harm,1.0403,0.0202
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_17-accidental,YS2008,accidental,innocent,harm,2.0,0.5
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_17-attempted,YS2008,attempted,guilty,no_harm,1.9558,0.4779
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_17-intentional,YS2008,intentional,guilty,harm,2.211,0.6055
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_18-neutral,YS2008,neutral,innocent,no_harm,1.596,0.298
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_18-accidental,YS2008,accidental,innocent,harm,2.6427,0.8214
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_18-attempted,YS2008,attempted,guilty,no_harm,1.6364,0.3182
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_18-intentional,YS2008,intentional,guilty,harm,2.1432,0.5716
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_19-neutral,YS2008,neutral,innocent,no_harm,1.123,0.0615
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_19-accidental,YS2008,accidental,innocent,harm,2.4373,0.7186
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_19-attempted,YS2008,attempted,guilty,no_harm,1.9235,0.4617
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_19-intentional,YS2008,intentional,guilty,harm,2.4057,0.7028
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_20-neutral,YS2008,neutral,innocent,no_harm,1.072,0.036
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_20-accidental,YS2008,accidental,innocent,harm,2.2327,0.6164
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_20-attempted,YS2008,attempted,guilty,no_harm,1.6636,0.3318
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_20-intentional,YS2008,intentional,guilty,harm,2.2291,0.6146
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_21-neutral,YS2008,neutral,innocent,no_harm,1.5733,0.2867
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_21-accidental,YS2008,accidental,innocent,harm,2.46,0.73
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_21-attempted,YS2008,attempted,guilty,no_harm,1.2978,0.1489
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_21-intentional,YS2008,intentional,guilty,harm,2.1132,0.5566
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-YS2008_22-neutral,YS2008,neutral,innocent,no_harm,1.0208,0.0104
