template,story_id,source,condition,intent_label,outcome_label,mean_norm_blame,n
acceptable7,YS2008-ALARM-accidental,YS2008,accidental,innocent,harm,0.743,1
acceptable7,YS2008-ALARM-attempted,YS2008,attempted,guilty,no_harm,0.6105,1
acceptable7,YS2008-ALARM-intentional,YS2008,intentional,guilty,harm,0.8208,1
acceptable7,YS2008-ALARM-neutral,YS2008,neutral,innocent,no_harm,0.5975,1
acceptable7,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,0.8796,1
acceptable7,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,0.6764,1
acceptable7,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,0.8311,1
acceptable7,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,0.673,1
acceptable7,YS2008-BOUNCY BALL-accidental,YS2008,accidental,innocent,harm,0.7754,1
acceptable7,YS2008-BOUNCY BALL-attempted,YS2008,attempted,guilty,no_harm,0.7314,1
acceptable7,YS2008-BOUNCY BALL-intentional,YS2008,intentional,guilty,harm,0.8552,1
acceptable7,YS2008-BOUNCY BALL-neutral,YS2008,neutral,innocent,no_harm,0.7032,1
acceptable7,YS2008-CHAIRLIFT-accidental,YS2008,accidental,innocent,harm,0.8486,1
acceptable7,YS2008-CHAIRLIFT-attempted,YS2008,attempted,guilty,no_harm,0.7683,1
acceptable7,YS2008-CHAIRLIFT-intentional,YS2008,intentional,guilty,harm,0.9435,1
acceptable7,YS2008-CHAIRLIFT-neutral,YS2008,neutral,innocent,no_harm,0.7809,1
acceptable7,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,0.85,1
acceptable7,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,0.6369,1
acceptable7,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,0.8461,1
acceptable7,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,0.6916,1
acceptable7,YS2008-CPR-accidental,YS2008,accidental,innocent,harm,0.5807,1
acceptable7,YS2008-CPR-attempted,YS2008,attempted,guilty,no_harm,0.9084,1
acceptable7,YS2008-CPR-intentional,YS2008,intentional,guilty,harm,0.6045,1
acceptable7,YS2008-CPR-neutral,YS2008,neutral,innocent,no_harm,0.9089,1
acceptable7,YS2008-FUMIGATION-accidental,YS2008,accidental,innocent,harm,0.8763,1
acceptable7,YS2008-FUMIGATION-attempted,YS2008,attempted,guilty,no_harm,0.7915,1
acceptable7,YS2008-FUMIGATION-intentional,YS2008,intentional,guilty,harm,0.8728,1
acceptable7,YS2008-FUMIGATION-neutral,YS2008,neutral,innocent,no_harm,0.7797,1
acceptable7,YS2008-MALARIA POND-accidental,YS2008,accidental,innocent,harm,0.7625,1
acceptable7,YS2008-MALARIA POND-attempted,YS2008,attempted,guilty,no_harm,0.7155,1
acceptable7,YS2008-MALARIA POND-intentional,YS2008,intentional,guilty,harm,0.7118,1
acceptable7,YS2008-MALARIA POND-neutral,YS2008,neutral,innocent,no_harm,0.7738,1
acceptable7,YS2008-RABIES-accidental,YS2008,accidental,innocent,harm,0.7629,1
acceptable7,YS2008-RABIES-attempted,YS2008,attempted,guilty,no_harm,0.7311,1
acceptable7,YS2008-RABIES-intentional,YS2008,intentional,guilty,harm,0.7896,1
acceptable7,YS2008-RABIES-neutral,YS2008,neutral,innocent,no_harm,0.8257,1
acceptable7,YS2008-SEATBELT-accidental,YS2008,accidental,innocent,harm,0.74,1
acceptable7,YS2008-SEATBELT-attempted,YS2008,attempted,guilty,no_harm,0.667,1
acceptable7,YS2008-SEATBELT-intentional,YS2008,intentional,guilty,harm,0.7329,1
acceptable7,YS2008-SEATBELT-neutral,YS2008,neutral,innocent,no_harm,0.6517,1
acceptable7,YS2008-SPINACH-accidental,YS2008,accidental,innocent,harm,0.8963,1
acceptable7,YS2008-SPINACH-attempted,YS2008,attempted,guilty,no_harm,0.7467,1
acceptable7,YS2008-SPINACH-intentional,YS2008,intentional,guilty,harm,0.8812,1
acceptable7,YS2008-SPINACH-neutral,YS2008,neutral,innocent,no_harm,0.7741,1
acceptable7,YS2008-SUSHI-accidental,YS2008,accidental,innocent,harm,0.7586,1
acceptable7,YS2008-SUSHI-attempted,YS2008,attempted,guilty,no_harm,0.6863,1
acceptable7,YS2008-SUSHI-intentional,YS2008,intentional,guilty,harm,0.7454,1
acceptable7,YS2008-SUSHI-neutral,YS2008,neutral,innocent,no_harm,0.7852,1
acceptable7,YS2008-TEENAGERS-accidental,YS2008,accidental,innocent,harm,0.7918,1
acceptable7,YS2008-TEENAGERS-attempted,YS2008,attempted,guilty,no_harm,0.7089,1
acceptable7,YS2008-TEENAGERS-intentional,YS2008,intentional,guilty,harm,0.7505,1
