layer,target,cv_acc,chance,degenerate
0,intent,0.5,0.5,False
0,outcome,0.5168,0.5168,False
1,intent,0.5067,0.5,False
1,outcome,0.8193,0.5168,False
2,intent,0.5267,0.5,False
2,outcome,0.8062,0.5168,False
3,intent,0.5432,0.5,False
3,outcome,0.8095,0.5168,False
4,intent,0.5299,0.5,False
4,outcome,0.8298,0.5168,False
5,intent,0.5667,0.5,False
5,outcome,0.9326,0.5168,False
6,intent,0.5437,0.5,False
6,outcome,0.8831,0.5168,False
7,intent,0.5499,0.5,False
7,outcome,0.9031,0.5168,False
8,intent,0.5536,0.5,False
8,outcome,0.9598,0.5168,False
9,intent,0.5669,0.5,False
9,outcome,0.9667,0.5168,False
10,intent,0.6074,0.5,False
10,outcome,0.9464,0.5168,False
11,intent,0.6647,0.5,False
11,outcome,0.98,0.5168,False
12,intent,0.6413,0.5,False
12,outcome,0.98,0.5168,False
13,intent,0.6408,0.5,False
13,outcome,0.9733,0.5168,False
14,intent,0.6344,0.5,False
14,outcome,0.9767,0.5168,False
15,intent,0.6744,0.5,False
15,outcome,0.98,0.5168,False
16,intent,0.6141,0.5,False
16,outcome,0.98,0.5168,False
17,intent,0.6441,0.5,False
17,outcome,0.98,0.5168,False
18,intent,0.6345,0.5,False
18,outcome,0.98,0.5168,False
19,intent,0.6608,0.5,False
19,outcome,0.98,0.5168,False
20,intent,0.6475,0.5,False
20,outcome,0.98,0.5168,False
21,intent,0.6951,0.5,False
21,outcome,0.98,0.5168,False
22,intent,0.6237,0.5,False
22,outcome,0.9767,0.5168,False
23,intent,0.6171,0.5,False
23,outcome,0.9732,0.5168,False
24,intent,0.5836,0.5,False
24,outcome,0.9531,0.5168,False
