layer,target,cv_acc,chance,degenerate
0,intent,0.5211,0.5,False
0,outcome,0.5,0.5,False
1,intent,0.63,0.5,False
1,outcome,0.5844,0.5,False
2,intent,0.6067,0.5,False
2,outcome,0.5683,0.5,False
3,intent,0.7111,0.5,False
3,outcome,0.5878,0.5,False
4,intent,0.7028,0.5,False
4,outcome,0.5728,0.5,False
5,intent,0.7239,0.5,False
5,outcome,0.5683,0.5,False
6,intent,0.6606,0.5,False
6,outcome,0.6333,0.5,False
7,intent,0.6928,0.5,False
7,outcome,0.5478,0.5,False
8,intent,0.7972,0.5,False
8,outcome,0.6122,0.5,False
9,intent,0.8194,0.5,False
9,outcome,0.6561,0.5,False
10,intent,0.8789,0.5,False
10,outcome,0.6711,0.5,False
11,intent,0.9433,0.5,False
11,outcome,0.7278,0.5,False
12,intent,0.9278,0.5,False
12,outcome,0.7433,0.5,False
13,intent,0.9278,0.5,False
13,outcome,0.7722,0.5,False
14,intent,0.9589,0.5,False
14,outcome,0.8228,0.5,False
15,intent,0.9533,0.5,False
15,outcome,0.7828,0.5,False
16,intent,0.9639,0.5,False
16,outcome,0.7861,0.5,False
17,intent,0.9328,0.5,False
17,outcome,0.7806,0.5,False
18,intent,0.9644,0.5,False
18,outcome,0.7661,0.5,False
19,intent,0.9272,0.5,False
19,outcome,0.7228,0.5,False
20,intent,0.9161,0.5,False
20,outcome,0.7233,0.5,False
21,intent,0.9156,0.5,False
21,outcome,0.7711,0.5,False
22,intent,0.9,0.5,False
22,outcome,0.7972,0.5,False
23,intent,0.9106,0.5,False
23,outcome,0.7617,0.5,False
24,intent,0.895,0.5,False
24,outcome,0.745,0.5,False
25,intent,0.8794,0.5,False
25,outcome,0.7839,0.5,False
26,intent,0.8378,0.5,False
26,outcome,0.7267,0.5,False
27,intent,0.8417,0.5,False
27,outcome,0.7322,0.5,False
28,intent,0.8317,0.5,False
28,outcome,0.7317,0.5,False
