layer,target,cv_acc,chance,degenerate
0,intent,0.5,0.5,True
0,outcome,0.5,0.5,True
1,intent,0.52,0.5,False
1,outcome,0.5372,0.5,False
2,intent,0.575,0.5,False
2,outcome,0.5861,0.5,False
3,intent,0.6294,0.5,False
3,outcome,0.5783,0.5,False
4,intent,0.6233,0.5,False
4,outcome,0.6572,0.5,False
5,intent,0.5906,0.5,False
5,outcome,0.6461,0.5,False
6,intent,0.5789,0.5,False
6,outcome,0.6289,0.5,False
7,intent,0.7511,0.5,False
7,outcome,0.6278,0.5,False
8,intent,0.6933,0.5,False
8,outcome,0.6572,0.5,False
9,intent,0.7122,0.5,False
9,outcome,0.6272,0.5,False
10,intent,0.76,0.5,False
10,outcome,0.6544,0.5,False
11,intent,0.8128,0.5,False
11,outcome,0.6806,0.5,False
12,intent,0.8522,0.5,False
12,outcome,0.7683,0.5,False
13,intent,0.8572,0.5,False
13,outcome,0.7844,0.5,False
14,intent,0.9061,0.5,False
14,outcome,0.8161,0.5,False
15,intent,0.9161,0.5,False
15,outcome,0.8439,0.5,False
16,intent,0.9211,0.5,False
16,outcome,0.8428,0.5,False
17,intent,0.9033,0.5,False
17,outcome,0.865,0.5,False
18,intent,0.9044,0.5,False
18,outcome,0.89,0.5,False
19,intent,0.8506,0.5,False
19,outcome,0.8889,0.5,False
20,intent,0.8472,0.5,False
20,outcome,0.8672,0.5,False
21,intent,0.8517,0.5,False
21,outcome,0.8417,0.5,False
22,intent,0.8356,0.5,False
22,outcome,0.8367,0.5,False
23,intent,0.8472,0.5,False
23,outcome,0.8106,0.5,False
24,intent,0.835,0.5,False
24,outcome,0.7933,0.5,False
25,intent,0.8317,0.5,False
25,outcome,0.7989,0.5,False
26,intent,0.8467,0.5,False
26,outcome,0.8006,0.5,False
27,intent,0.8144,0.5,False
27,outcome,0.8111,0.5,False
28,intent,0.8194,0.5,False
28,outcome,0.8,0.5,False
29,intent,0.8361,0.5,False
29,outcome,0.805,0.5,False
30,intent,0.8472,0.5,False
30,outcome,0.8056,0.5,False
31,intent,0.8372,0.5,False
31,outcome,0.7944,0.5,False
32,intent,0.8361,0.5,False
32,outcome,0.7894,0.5,False
