layer,target,cv_acc,chance
0,intent,0.52,0.5
0,outcome,0.5167816091954023,0.5167785234899329
1,intent,0.7550574712643678,0.5
1,outcome,0.7281609195402299,0.5167785234899329
2,intent,0.7789655172413793,0.5
2,outcome,0.7648275862068965,0.5167785234899329
3,intent,0.7754022988505747,0.5
3,outcome,0.7410344827586206,0.5167785234899329
4,intent,0.7586206896551724,0.5
4,outcome,0.7108045977011495,0.5167785234899329
5,intent,0.812183908045977,0.5
5,outcome,0.7477011494252874,0.5167785234899329
6,intent,0.778390804597701,0.5
6,outcome,0.7918390804597701,0.5167785234899329
7,intent,0.825632183908046,0.5
7,outcome,0.761609195402299,0.5167785234899329
8,intent,0.8689655172413794,0.5
8,outcome,0.7786206896551724,0.5167785234899329
9,intent,0.8794252873563219,0.5
9,outcome,0.7718390804597701,0.5167785234899329
10,intent,0.9095402298850574,0.5
10,outcome,0.761609195402299,0.5167785234899329
11,intent,0.9124137931034483,0.5
11,outcome,0.8388505747126438,0.5167785234899329
12,intent,0.9124137931034483,0.5
12,outcome,0.8556321839080459,0.5167785234899329
13,intent,0.9058620689655174,0.5
13,outcome,0.862528735632184,0.5167785234899329
14,intent,0.9026436781609195,0.5
14,outcome,0.8224137931034482,0.5167785234899329
15,intent,0.9159770114942528,0.5
15,outcome,0.7988505747126436,0.5167785234899329
16,intent,0.892183908045977,0.5
16,outcome,0.8021839080459771,0.5167785234899329
17,intent,0.8954022988505749,0.5
17,outcome,0.8051724137931033,0.5167785234899329
18,intent,0.8855172413793104,0.5
18,outcome,0.7950574712643679,0.5167785234899329
19,intent,0.8719540229885059,0.5
19,outcome,0.81183908045977,0.5167785234899329
20,intent,0.8485057471264368,0.5
20,outcome,0.8154022988505748,0.5167785234899329
21,intent,0.8485057471264368,0.5
21,outcome,0.7616091954022988,0.5167785234899329
22,intent,0.8117241379310345,0.5
22,outcome,0.7613793103448276,0.5167785234899329
23,intent,0.80183908045977,0.5
23,outcome,0.7348275862068966,0.5167785234899329
24,intent,0.7714942528735631,0.5
24,outcome,0.7383908045977012,0.5167785234899329
