layer,target,cv_acc,chance
0,intent,0.503448275862069,0.5
0,outcome,0.5167816091954023,0.5167785234899329
1,intent,0.7719540229885058,0.5
1,outcome,0.7714942528735632,0.5167785234899329
2,intent,0.7282758620689656,0.5
2,outcome,0.721264367816092,0.5167785234899329
3,intent,0.7380459770114942,0.5
3,outcome,0.7510344827586207,0.5167785234899329
4,intent,0.7755172413793103,0.5
4,outcome,0.7277011494252873,0.5167785234899329
5,intent,0.7278160919540231,0.5
5,outcome,0.7511494252873564,0.5167785234899329
6,intent,0.737816091954023,0.5
6,outcome,0.7443678160919539,0.5167785234899329
7,intent,0.7177011494252874,0.5
7,outcome,0.7381609195402299,0.5167785234899329
8,intent,0.7277011494252873,0.5
8,outcome,0.7311494252873564,0.5167785234899329
9,intent,0.7544827586206897,0.5
9,outcome,0.7310344827586206,0.5167785234899329
10,intent,0.8019540229885058,0.5
10,outcome,0.7142528735632185,0.5167785234899329
11,intent,0.8086206896551724,0.5
11,outcome,0.8087356321839081,0.5167785234899329
12,intent,0.8019540229885058,0.5
12,outcome,0.7481609195402299,0.5167785234899329
13,intent,0.7744827586206897,0.5
13,outcome,0.7785057471264368,0.5167785234899329
14,intent,0.8216091954022987,0.5
14,outcome,0.7382758620689656,0.5167785234899329
15,intent,0.8588505747126437,0.5
15,outcome,0.7618390804597701,0.5167785234899329
16,intent,0.8185057471264369,0.5
16,outcome,0.8049425287356321,0.5167785234899329
17,intent,0.8385057471264368,0.5
17,outcome,0.7880459770114943,0.5167785234899329
18,intent,0.8217241379310345,0.5
18,outcome,0.7718390804597701,0.5167785234899329
19,intent,0.8686206896551724,0.5
19,outcome,0.7916091954022988,0.5167785234899329
20,intent,0.8449425287356321,0.5
20,outcome,0.8051724137931033,0.5167785234899329
21,intent,0.8379310344827587,0.5
21,outcome,0.7989655172413792,0.5167785234899329
22,intent,0.8111494252873562,0.5
22,outcome,0.7991954022988506,0.5167785234899329
23,intent,0.8279310344827586,0.5
23,outcome,0.7893103448275862,0.5167785234899329
24,intent,0.8114942528735632,0.5
24,outcome,0.7850574712643679,0.5167785234899329
25,intent,0.8082758620689656,0.5
25,outcome,0.8051724137931033,0.5167785234899329
26,intent,0.8220689655172414,0.5
26,outcome,0.7849425287356322,0.5167785234899329
27,intent,0.8183908045977011,0.5
27,outcome,0.778390804597701,0.5167785234899329
28,intent,0.7880459770114943,0.5
28,outcome,0.774712643678161,0.5167785234899329
