layer,target,cv_acc,chance
0,intent,0.503448275862069,0.5
0,outcome,0.5134482758620689,0.5167785234899329
1,intent,0.7485057471264367,0.5
1,outcome,0.774712643678161,0.5167785234899329
2,intent,0.724712643678161,0.5
2,outcome,0.764367816091954,0.5167785234899329
3,intent,0.7311494252873564,0.5
3,outcome,0.7308045977011494,0.5167785234899329
4,intent,0.747816091954023,0.5
4,outcome,0.7880459770114943,0.5167785234899329
5,intent,0.7545977011494254,0.5
5,outcome,0.7680459770114944,0.5167785234899329
6,intent,0.7579310344827587,0.5
6,outcome,0.7881609195402299,0.5167785234899329
7,intent,0.8187356321839079,0.5
7,outcome,0.7645977011494253,0.5167785234899329
8,intent,0.7981609195402298,0.5
8,outcome,0.7448275862068965,0.5167785234899329
9,intent,0.784712643678161,0.5
9,outcome,0.7648275862068965,0.5167785234899329
10,intent,0.8417241379310345,0.5
10,outcome,0.8022988505747127,0.5167785234899329
11,intent,0.8551724137931034,0.5
11,outcome,0.7852873563218391,0.5167785234899329
12,intent,0.8957471264367817,0.5
12,outcome,0.7911494252873563,0.5167785234899329
13,intent,0.939655172413793,0.5
13,outcome,0.7819540229885057,0.5167785234899329
14,intent,0.9495402298850575,0.5
14,outcome,0.825287356321839,0.5167785234899329
15,intent,0.9395402298850575,0.5
15,outcome,0.8286206896551725,0.5167785234899329
16,intent,0.9260919540229885,0.5
16,outcome,0.8051724137931033,0.5167785234899329
17,intent,0.9260919540229885,0.5
17,outcome,0.8321839080459771,0.5167785234899329
18,intent,0.9327586206896552,0.5
18,outcome,0.8054022988505747,0.5167785234899329
19,intent,0.9360919540229885,0.5
19,outcome,0.8254022988505747,0.5167785234899329
20,intent,0.9224137931034482,0.5
20,outcome,0.8424137931034481,0.5167785234899329
21,intent,0.9222988505747127,0.5
21,outcome,0.8255172413793105,0.5167785234899329
22,intent,0.9262068965517241,0.5
22,outcome,0.8389655172413792,0.5167785234899329
23,intent,0.9124137931034483,0.5
23,outcome,0.8021839080459771,0.5167785234899329
24,intent,0.9093103448275862,0.5
24,outcome,0.7954022988505747,0.5167785234899329
25,intent,0.9091954022988504,0.5
25,outcome,0.8220689655172414,0.5167785234899329
26,intent,0.889080459770115,0.5
26,outcome,0.815632183908046,0.5167785234899329
27,intent,0.8991954022988505,0.5
27,outcome,0.8152873563218392,0.5167785234899329
28,intent,0.9026436781609195,0.5
28,outcome,0.8051724137931033,0.5167785234899329
29,intent,0.885632183908046,0.5
29,outcome,0.8051724137931033,0.5167785234899329
30,intent,0.8956321839080459,0.5
30,outcome,0.8082758620689654,0.5167785234899329
31,intent,0.8958620689655172,0.5
31,outcome,0.8287356321839081,0.5167785234899329
32,intent,0.8926436781609196,0.5
32,outcome,0.845632183908046,0.5167785234899329
