layer,target,cv_acc,chance
0,intent,0.503448275862069,0.5
0,outcome,0.5167816091954023,0.5167785234899329
1,intent,0.7479310344827585,0.5
1,outcome,0.6441379310344828,0.5167785234899329
2,intent,0.7381609195402299,0.5
2,outcome,0.7180459770114942,0.5167785234899329
3,intent,0.7114942528735633,0.5
3,outcome,0.7104597701149425,0.5167785234899329
4,intent,0.7413793103448276,0.5
4,outcome,0.6909195402298851,0.5167785234899329
5,intent,0.7110344827586207,0.5
5,outcome,0.7649425287356321,0.5167785234899329
6,intent,0.7078160919540231,0.5
6,outcome,0.7949425287356322,0.5167785234899329
7,intent,0.6910344827586206,0.5
7,outcome,0.7779310344827587,0.5167785234899329
8,intent,0.7245977011494253,0.5
8,outcome,0.7275862068965517,0.5167785234899329
9,intent,0.7413793103448276,0.5
9,outcome,0.7244827586206897,0.5167785234899329
10,intent,0.7275862068965517,0.5
10,outcome,0.7277011494252873,0.5167785234899329
11,intent,0.7416091954022989,0.5
11,outcome,0.7516091954022988,0.5167785234899329
12,intent,0.764367816091954,0.5
12,outcome,0.7781609195402297,0.5167785234899329
13,intent,0.7980459770114943,0.5
13,outcome,0.7850574712643679,0.5167785234899329
14,intent,0.7785057471264368,0.5
14,outcome,0.7918390804597701,0.5167785234899329
15,intent,0.7582758620689656,0.5
15,outcome,0.8124137931034483,0.5167785234899329
16,intent,0.7445977011494253,0.5
16,outcome,0.7552873563218391,0.5167785234899329
17,intent,0.7245977011494253,0.5
17,outcome,0.7451724137931035,0.5167785234899329
18,intent,0.7281609195402299,0.5
18,outcome,0.7047126436781609,0.5167785234899329
19,intent,0.7413793103448276,0.5
19,outcome,0.7180459770114943,0.5167785234899329
20,intent,0.7285057471264368,0.5
20,outcome,0.741264367816092,0.5167785234899329
21,intent,0.7347126436781609,0.5
21,outcome,0.7180459770114943,0.5167785234899329
22,intent,0.7012643678160919,0.5
22,outcome,0.7180459770114942,0.5167785234899329
23,intent,0.7144827586206898,0.5
23,outcome,0.7180459770114943,0.5167785234899329
24,intent,0.7344827586206897,0.5
24,outcome,0.7785057471264368,0.5167785234899329
