layer,target,cv_acc,chance
0,intent,0.5067816091954023,0.5
0,outcome,0.5134482758620689,0.5167785234899329
1,intent,0.7759770114942529,0.5
1,outcome,0.7583908045977011,0.5167785234899329
2,intent,0.7520689655172415,0.5
2,outcome,0.761264367816092,0.5167785234899329
3,intent,0.7417241379310345,0.5
3,outcome,0.7481609195402299,0.5167785234899329
4,intent,0.7479310344827587,0.5
4,outcome,0.7579310344827586,0.5167785234899329
5,intent,0.7981609195402298,0.5
5,outcome,0.7982758620689655,0.5167785234899329
6,intent,0.8658620689655173,0.5
6,outcome,0.80183908045977,0.5167785234899329
7,intent,0.8082758620689654,0.5
7,outcome,0.7277011494252873,0.5167785234899329
8,intent,0.7883908045977011,0.5
8,outcome,0.7513793103448275,0.5167785234899329
9,intent,0.7749425287356321,0.5
9,outcome,0.7411494252873563,0.5167785234899329
10,intent,0.7981609195402298,0.5
10,outcome,0.7814942528735632,0.5167785234899329
11,intent,0.8080459770114942,0.5
11,outcome,0.7275862068965517,0.5167785234899329
12,intent,0.8320689655172414,0.5
12,outcome,0.7681609195402299,0.5167785234899329
13,intent,0.8488505747126437,0.5
13,outcome,0.7917241379310346,0.5167785234899329
14,intent,0.8722988505747127,0.5
14,outcome,0.7817241379310346,0.5167785234899329
15,intent,0.9022988505747127,0.5
15,outcome,0.7917241379310346,0.5167785234899329
16,intent,0.909080459770115,0.5
16,outcome,0.7713793103448274,0.5167785234899329
17,intent,0.9458620689655172,0.5
17,outcome,0.7913793103448276,0.5167785234899329
18,intent,0.939080459770115,0.5
18,outcome,0.7914942528735632,0.5167785234899329
19,intent,0.9254022988505746,0.5
19,outcome,0.7920689655172413,0.5167785234899329
20,intent,0.8988505747126437,0.5
20,outcome,0.8321839080459771,0.5167785234899329
21,intent,0.8719540229885057,0.5
21,outcome,0.812183908045977,0.5167785234899329
22,intent,0.8820689655172412,0.5
22,outcome,0.8052873563218391,0.5167785234899329
23,intent,0.8819540229885059,0.5
23,outcome,0.8024137931034483,0.5167785234899329
24,intent,0.8820689655172416,0.5
24,outcome,0.8088505747126437,0.5167785234899329
25,intent,0.8819540229885059,0.5
25,outcome,0.7989655172413794,0.5167785234899329
26,intent,0.8651724137931034,0.5
26,outcome,0.7991954022988506,0.5167785234899329
27,intent,0.8313793103448276,0.5
27,outcome,0.799080459770115,0.5167785234899329
28,intent,0.8283908045977011,0.5
28,outcome,0.7921839080459769,0.5167785234899329
