layer,target,cv_acc,chance
0,intent,0.52,0.5
0,outcome,0.5167816091954023,0.5167785234899329
1,intent,0.7886206896551725,0.5
1,outcome,0.7549425287356322,0.5167785234899329
2,intent,0.7779310344827587,0.5
2,outcome,0.7516091954022988,0.5167785234899329
3,intent,0.7854022988505747,0.5
3,outcome,0.7344827586206897,0.5167785234899329
4,intent,0.8016091954022988,0.5
4,outcome,0.7781609195402299,0.5167785234899329
5,intent,0.8082758620689654,0.5
5,outcome,0.7480459770114942,0.5167785234899329
6,intent,0.7644827586206897,0.5
6,outcome,0.7716091954022989,0.5167785234899329
7,intent,0.8079310344827586,0.5
7,outcome,0.7416091954022989,0.5167785234899329
8,intent,0.8693103448275862,0.5
8,outcome,0.7816091954022989,0.5167785234899329
9,intent,0.8624137931034482,0.5
9,outcome,0.7814942528735632,0.5167785234899329
10,intent,0.9229885057471264,0.5
10,outcome,0.8418390804597701,0.5167785234899329
11,intent,0.9360919540229885,0.5
11,outcome,0.8288505747126438,0.5167785234899329
12,intent,0.9360919540229885,0.5
12,outcome,0.8148275862068965,0.5167785234899329
13,intent,0.9295402298850576,0.5
13,outcome,0.8085057471264367,0.5167785234899329
14,intent,0.9428735632183909,0.5
14,outcome,0.8388505747126436,0.5167785234899329
15,intent,0.9394252873563218,0.5
15,outcome,0.8218390804597702,0.5167785234899329
16,intent,0.9428735632183909,0.5
16,outcome,0.8316091954022988,0.5167785234899329
17,intent,0.9257471264367816,0.5
17,outcome,0.8656321839080461,0.5167785234899329
18,intent,0.9257471264367816,0.5
18,outcome,0.8485057471264368,0.5167785234899329
19,intent,0.9326436781609196,0.5
19,outcome,0.8419540229885059,0.5167785234899329
20,intent,0.9222988505747127,0.5
20,outcome,0.8450574712643679,0.5167785234899329
21,intent,0.9191954022988507,0.5
21,outcome,0.8255172413793103,0.5167785234899329
22,intent,0.9056321839080461,0.5
22,outcome,0.8183908045977011,0.5167785234899329
23,intent,0.8956321839080461,0.5
23,outcome,0.8354022988505747,0.5167785234899329
24,intent,0.8857471264367816,0.5
24,outcome,0.8185057471264366,0.5167785234899329
25,intent,0.885632183908046,0.5
25,outcome,0.8087356321839081,0.5167785234899329
26,intent,0.8722988505747125,0.5
26,outcome,0.7988505747126436,0.5167785234899329
27,intent,0.8554022988505746,0.5
27,outcome,0.7918390804597701,0.5167785234899329
28,intent,0.8349425287356322,0.5
28,outcome,0.7816091954022989,0.5167785234899329
