layer,probe_name,cv_acc,cv_std,chance,n
0,intent_noharm,0.5,0.0,0.5,144
1,intent_noharm,0.6995,0.0752,0.5,144
2,intent_noharm,0.651,0.0735,0.5,144
3,intent_noharm,0.6852,0.0745,0.5,144
4,intent_noharm,0.6714,0.0968,0.5,144
5,intent_noharm,0.7281,0.0706,0.5,144
6,intent_noharm,0.72,0.0851,0.5,144
7,intent_noharm,0.741,0.0707,0.5,144
8,intent_noharm,0.721,0.055,0.5,144
9,intent_noharm,0.7281,0.0741,0.5,144
10,intent_noharm,0.7486,0.0477,0.5,144
11,intent_noharm,0.7986,0.0708,0.5,144
12,intent_noharm,0.8395,0.0503,0.5,144
13,intent_noharm,0.8333,0.0515,0.5,144
14,intent_noharm,0.8186,0.0484,0.5,144
15,intent_noharm,0.8324,0.0523,0.5,144
16,intent_noharm,0.8324,0.0492,0.5,144
17,intent_noharm,0.8267,0.0352,0.5,144
18,intent_noharm,0.8114,0.0332,0.5,144
19,intent_noharm,0.799,0.0309,0.5,144
20,intent_noharm,0.7852,0.0467,0.5,144
21,intent_noharm,0.8057,0.0348,0.5,144
22,intent_noharm,0.7781,0.0507,0.5,144
23,intent_noharm,0.7633,0.0575,0.5,144
24,intent_noharm,0.7405,0.0896,0.5,144
0,intent_harm,0.5062,0.0125,0.5,154
1,intent_harm,0.52,0.0332,0.5,154
2,intent_harm,0.5321,0.0466,0.5,154
3,intent_harm,0.5575,0.0414,0.5,154
4,intent_harm,0.52,0.0452,0.5,154
5,intent_harm,0.5333,0.0596,0.5,154
6,intent_harm,0.5329,0.0211,0.5,154
7,intent_harm,0.5333,0.0415,0.5,154
8,intent_harm,0.5004,0.0204,0.5,154
9,intent_harm,0.5137,0.0334,0.5,154
10,intent_harm,0.5137,0.0334,0.5,154
11,intent_harm,0.565,0.0416,0.5,154
12,intent_harm,0.5396,0.0328,0.5,154
13,intent_harm,0.5588,0.0252,0.5,154
14,intent_harm,0.5654,0.0463,0.5,154
15,intent_harm,0.5267,0.0318,0.5,154
16,intent_harm,0.5196,0.0265,0.5,154
17,intent_harm,0.5454,0.0337,0.5,154
18,intent_harm,0.5254,0.0365,0.5,154
19,intent_harm,0.5188,0.0375,0.5,154
20,intent_harm,0.5388,0.0242,0.5,154
21,intent_harm,0.52,0.0332,0.5,154
22,intent_harm,0.5262,0.0248,0.5,154
23,intent_harm,0.52,0.0267,0.5,154
24,intent_harm,0.5642,0.0448,0.5,154
0,outcome_innocent,0.6039,0.0337,0.5168,149
1,outcome_innocent,0.892,0.0596,0.5168,149
2,outcome_innocent,0.9529,0.027,0.5168,149
3,outcome_innocent,0.9595,0.0392,0.5168,149
4,outcome_innocent,0.9598,0.0326,0.5168,149
5,outcome_innocent,0.9867,0.0163,0.5168,149
6,outcome_innocent,0.9867,0.0163,0.5168,149
7,outcome_innocent,0.98,0.0163,0.5168,149
8,outcome_innocent,0.9867,0.0163,0.5168,149
9,outcome_innocent,0.9867,0.0163,0.5168,149
10,outcome_innocent,0.9867,0.0163,0.5168,149
11,outcome_innocent,0.9867,0.0163,0.5168,149
12,outcome_innocent,0.98,0.0267,0.5168,149
13,outcome_innocent,0.98,0.0267,0.5168,149
14,outcome_innocent,0.9867,0.0163,0.5168,149
15,outcome_innocent,0.98,0.0267,0.5168,149
16,outcome_innocent,0.9867,0.0163,0.5168,149
17,outcome_innocent,0.9867,0.0163,0.5168,149
18,outcome_innocent,0.9867,0.0163,0.5168,149
19,outcome_innocent,0.9867,0.0163,0.5168,149
20,outcome_innocent,0.9867,0.0163,0.5168,149
21,outcome_innocent,0.9867,0.0163,0.5168,149
22,outcome_innocent,0.9867,0.0163,0.5168,149
23,outcome_innocent,0.9867,0.0163,0.5168,149
24,outcome_innocent,0.9867,0.0163,0.5168,149
0,outcome_guilty,0.6039,0.0337,0.5168,149
1,outcome_guilty,0.8851,0.0715,0.5168,149
2,outcome_guilty,0.9329,0.0211,0.5168,149
3,outcome_guilty,0.9531,0.0266,0.5168,149
4,outcome_guilty,0.9664,0.0211,0.5168,149
5,outcome_guilty,0.9933,0.0133,0.5168,149
6,outcome_guilty,0.9867,0.0163,0.5168,149
7,outcome_guilty,0.9867,0.0163,0.5168,149
8,outcome_guilty,0.9867,0.0163,0.5168,149
9,outcome_guilty,0.9867,0.0163,0.5168,149
10,outcome_guilty,0.9867,0.0163,0.5168,149
11,outcome_guilty,0.9867,0.0163,0.5168,149
12,outcome_guilty,0.9933,0.0133,0.5168,149
13,outcome_guilty,0.9867,0.0163,0.5168,149
14,outcome_guilty,0.9867,0.0163,0.5168,149
15,outcome_guilty,0.9933,0.0133,0.5168,149
16,outcome_guilty,0.9933,0.0133,0.5168,149
17,outcome_guilty,0.9933,0.0133,0.5168,149
18,outcome_guilty,0.9933,0.0133,0.5168,149
19,outcome_guilty,0.9933,0.0133,0.5168,149
20,outcome_guilty,0.9933,0.0133,0.5168,149
21,outcome_guilty,0.9933,0.0133,0.5168,149
22,outcome_guilty,0.9867,0.0163,0.5168,149
23,outcome_guilty,0.98,0.0267,0.5168,149
24,outcome_guilty,0.9867,0.0163,0.5168,149
