layer,target,cv_acc,chance
0,intent,0.5001149425287357,0.5
0,outcome,0.6039080459770115,0.5167785234899329
1,intent,0.667471264367816,0.5
1,outcome,0.899080459770115,0.5167785234899329
2,intent,0.6472413793103449,0.5
2,outcome,0.9533333333333334,0.5167785234899329
3,intent,0.6541379310344827,0.5
3,outcome,0.9866666666666667,0.5167785234899329
4,intent,0.6641379310344828,0.5
4,outcome,0.99,0.5167785234899329
5,intent,0.6542528735632184,0.5
5,outcome,0.9732183908045977,0.5167785234899329
6,intent,0.6171264367816092,0.5
6,outcome,0.9833333333333334,0.5167785234899329
7,intent,0.6504597701149425,0.5
7,outcome,0.9766666666666666,0.5167785234899329
8,intent,0.6445977011494253,0.5
8,outcome,0.9800000000000001,0.5167785234899329
9,intent,0.6240229885057471,0.5
9,outcome,0.986551724137931,0.5167785234899329
10,intent,0.6375862068965518,0.5
10,outcome,0.9866666666666667,0.5167785234899329
11,intent,0.6775862068965516,0.5
11,outcome,0.9966666666666667,0.5167785234899329
12,intent,0.6745977011494253,0.5
12,outcome,0.9933333333333334,0.5167785234899329
13,intent,0.6944827586206896,0.5
13,outcome,0.99,0.5167785234899329
14,intent,0.6981609195402299,0.5
14,outcome,0.99,0.5167785234899329
15,intent,0.694367816091954,0.5
15,outcome,0.9933333333333334,0.5167785234899329
16,intent,0.6573563218390805,0.5
16,outcome,1.0,0.5167785234899329
17,intent,0.7044827586206897,0.5
17,outcome,1.0,0.5167785234899329
18,intent,0.6909195402298851,0.5
18,outcome,0.9966666666666667,0.5167785234899329
19,intent,0.6641379310344828,0.5
19,outcome,0.9933333333333334,0.5167785234899329
20,intent,0.6777011494252874,0.5
20,outcome,0.9933333333333334,0.5167785234899329
21,intent,0.6773563218390805,0.5
21,outcome,0.9933333333333334,0.5167785234899329
22,intent,0.6506896551724137,0.5
22,outcome,0.9966666666666667,0.5167785234899329
23,intent,0.6645977011494253,0.5
23,outcome,0.9966666666666667,0.5167785234899329
24,intent,0.6908045977011493,0.5
24,outcome,0.99,0.5167785234899329
25,intent,0.6742528735632183,0.5
25,outcome,0.9966666666666667,0.5167785234899329
26,intent,0.6911494252873563,0.5
26,outcome,0.9966666666666667,0.5167785234899329
27,intent,0.670919540229885,0.5
27,outcome,0.9966666666666667,0.5167785234899329
28,intent,0.6711494252873563,0.5
28,outcome,0.99,0.5167785234899329
