layer,target,cv_acc,chance
0,intent,0.724367816091954,0.5
0,outcome,0.8224137931034482,0.5167785234899329
1,intent,0.7279310344827586,0.5
1,outcome,0.8658620689655171,0.5167785234899329
2,intent,0.7280459770114943,0.5
2,outcome,0.8524137931034483,0.5167785234899329
3,intent,0.7280459770114943,0.5
3,outcome,0.8558620689655173,0.5167785234899329
4,intent,0.7651724137931034,0.5
4,outcome,0.8857471264367816,0.5167785234899329
5,intent,0.7517241379310345,0.5
5,outcome,0.8724137931034482,0.5167785234899329
6,intent,0.7277011494252873,0.5
6,outcome,0.8725287356321839,0.5167785234899329
7,intent,0.7239080459770115,0.5
7,outcome,0.8757471264367815,0.5167785234899329
8,intent,0.7279310344827586,0.5
8,outcome,0.8959770114942529,0.5167785234899329
9,intent,0.7375862068965517,0.5
9,outcome,0.9362068965517242,0.5167785234899329
10,intent,0.7440229885057471,0.5
10,outcome,0.9296551724137931,0.5167785234899329
11,intent,0.7510344827586206,0.5
11,outcome,0.9463218390804597,0.5167785234899329
12,intent,0.7814942528735631,0.5
12,outcome,0.9666666666666668,0.5167785234899329
13,intent,0.7679310344827586,0.5
13,outcome,0.9460919540229884,0.5167785234899329
14,intent,0.7612643678160919,0.5
14,outcome,0.9360919540229885,0.5167785234899329
15,intent,0.7780459770114942,0.5
15,outcome,0.9093103448275862,0.5167785234899329
16,intent,0.7140229885057472,0.5
16,outcome,0.922528735632184,0.5167785234899329
17,intent,0.7040229885057472,0.5
17,outcome,0.9259770114942529,0.5167785234899329
18,intent,0.6971264367816092,0.5
18,outcome,0.8958620689655172,0.5167785234899329
19,intent,0.7106896551724138,0.5
19,outcome,0.9191954022988507,0.5167785234899329
20,intent,0.7010344827586206,0.5
20,outcome,0.9126436781609197,0.5167785234899329
21,intent,0.6875862068965517,0.5
21,outcome,0.8624137931034482,0.5167785234899329
22,intent,0.6875862068965517,0.5
22,outcome,0.8288505747126436,0.5167785234899329
23,intent,0.6877011494252873,0.5
23,outcome,0.835632183908046,0.5167785234899329
24,intent,0.7108045977011495,0.5
24,outcome,0.8420689655172413,0.5167785234899329
