layer,target,cv_acc,chance
0,intent,0.5067816091954023,0.5
0,outcome,0.5167816091954023,0.5167785234899329
1,intent,0.5504597701149426,0.5
1,outcome,0.8094252873563219,0.5167785234899329
2,intent,0.5266666666666666,0.5
2,outcome,0.796206896551724,0.5167785234899329
3,intent,0.5302298850574713,0.5
3,outcome,0.7997701149425287,0.5167785234899329
4,intent,0.5298850574712645,0.5
4,outcome,0.8364367816091954,0.5167785234899329
5,intent,0.5533333333333333,0.5
5,outcome,0.9259770114942529,0.5167785234899329
6,intent,0.5335632183908046,0.5
6,outcome,0.8862068965517242,0.5167785234899329
7,intent,0.5337931034482758,0.5
7,outcome,0.8764367816091954,0.5167785234899329
8,intent,0.5633333333333334,0.5
8,outcome,0.9464367816091954,0.5167785234899329
9,intent,0.5670114942528736,0.5
9,outcome,0.973103448275862,0.5167785234899329
10,intent,0.5635632183908046,0.5
10,outcome,0.9664367816091953,0.5167785234899329
11,intent,0.6641379310344828,0.5
11,outcome,0.9800000000000001,0.5167785234899329
12,intent,0.7049425287356321,0.5
12,outcome,0.9866666666666667,0.5167785234899329
13,intent,0.6003448275862068,0.5
13,outcome,0.9866666666666667,0.5167785234899329
14,intent,0.6074712643678162,0.5
14,outcome,0.9800000000000001,0.5167785234899329
15,intent,0.6074712643678162,0.5
15,outcome,0.9933333333333334,0.5167785234899329
16,intent,0.664367816091954,0.5
16,outcome,0.9933333333333334,0.5167785234899329
17,intent,0.6210344827586207,0.5
17,outcome,0.9933333333333334,0.5167785234899329
18,intent,0.5908045977011493,0.5
18,outcome,0.9933333333333334,0.5167785234899329
19,intent,0.6114942528735632,0.5
19,outcome,0.9933333333333334,0.5167785234899329
20,intent,0.6005747126436781,0.5
20,outcome,0.9800000000000001,0.5167785234899329
21,intent,0.6945977011494253,0.5
21,outcome,0.9933333333333334,0.5167785234899329
22,intent,0.6480459770114942,0.5
22,outcome,0.9698850574712644,0.5167785234899329
23,intent,0.6408045977011494,0.5
23,outcome,0.9598850574712643,0.5167785234899329
24,intent,0.6342528735632185,0.5
24,outcome,0.9665517241379311,0.5167785234899329
