layer,probe_name,cv_acc,cv_std,chance,n
0,intent_noharm,0.5,0.0,0.5,144
1,intent_noharm,0.561,0.0974,0.5,144
2,intent_noharm,0.5462,0.0753,0.5,144
3,intent_noharm,0.5557,0.0345,0.5,144
4,intent_noharm,0.5624,0.0347,0.5,144
5,intent_noharm,0.5557,0.0174,0.5,144
6,intent_noharm,0.5152,0.0417,0.5,144
7,intent_noharm,0.6371,0.0618,0.5,144
8,intent_noharm,0.5981,0.0366,0.5,144
9,intent_noharm,0.6171,0.0389,0.5,144
10,intent_noharm,0.59,0.0477,0.5,144
11,intent_noharm,0.6676,0.0523,0.5,144
12,intent_noharm,0.6738,0.0426,0.5,144
13,intent_noharm,0.8124,0.0947,0.5,144
14,intent_noharm,0.7276,0.1091,0.5,144
15,intent_noharm,0.791,0.0803,0.5,144
16,intent_noharm,0.7862,0.0831,0.5,144
17,intent_noharm,0.7648,0.0257,0.5,144
18,intent_noharm,0.7857,0.0757,0.5,144
19,intent_noharm,0.7924,0.0785,0.5,144
20,intent_noharm,0.7167,0.0724,0.5,144
21,intent_noharm,0.7433,0.0921,0.5,144
22,intent_noharm,0.7424,0.0638,0.5,144
23,intent_noharm,0.7071,0.0535,0.5,144
24,intent_noharm,0.7705,0.048,0.5,144
25,intent_noharm,0.749,0.0632,0.5,144
26,intent_noharm,0.709,0.0604,0.5,144
27,intent_noharm,0.7081,0.0537,0.5,144
28,intent_noharm,0.6957,0.0519,0.5,144
0,intent_harm,0.5125,0.0153,0.5,154
1,intent_harm,0.5771,0.0428,0.5,154
2,intent_harm,0.5508,0.0749,0.5,154
3,intent_harm,0.57,0.0933,0.5,154
4,intent_harm,0.565,0.0466,0.5,154
5,intent_harm,0.5571,0.0534,0.5,154
6,intent_harm,0.5329,0.0409,0.5,154
7,intent_harm,0.54,0.0436,0.5,154
8,intent_harm,0.5971,0.0668,0.5,154
9,intent_harm,0.5525,0.0497,0.5,154
10,intent_harm,0.5587,0.0391,0.5,154
11,intent_harm,0.6179,0.0604,0.5,154
12,intent_harm,0.6554,0.0526,0.5,154
13,intent_harm,0.72,0.0379,0.5,154
14,intent_harm,0.7013,0.0615,0.5,154
15,intent_harm,0.6496,0.0456,0.5,154
16,intent_harm,0.6696,0.0497,0.5,154
17,intent_harm,0.7221,0.0846,0.5,154
18,intent_harm,0.7604,0.0812,0.5,154
19,intent_harm,0.7358,0.077,0.5,154
20,intent_harm,0.7288,0.0519,0.5,154
21,intent_harm,0.6838,0.0708,0.5,154
22,intent_harm,0.6887,0.0647,0.5,154
23,intent_harm,0.6637,0.062,0.5,154
24,intent_harm,0.6504,0.0561,0.5,154
25,intent_harm,0.6771,0.088,0.5,154
26,intent_harm,0.6704,0.0671,0.5,154
27,intent_harm,0.6758,0.0783,0.5,154
28,intent_harm,0.6312,0.0492,0.5,154
0,outcome_innocent,0.5168,0.0149,0.5168,149
1,outcome_innocent,0.8264,0.0768,0.5168,149
2,outcome_innocent,0.8131,0.088,0.5168,149
3,outcome_innocent,0.9533,0.0452,0.5168,149
4,outcome_innocent,0.9129,0.0497,0.5168,149
5,outcome_innocent,0.8931,0.0486,0.5168,149
6,outcome_innocent,0.9262,0.0248,0.5168,149
7,outcome_innocent,0.9326,0.0372,0.5168,149
8,outcome_innocent,0.9733,0.0389,0.5168,149
9,outcome_innocent,0.9933,0.0133,0.5168,149
10,outcome_innocent,0.9933,0.0133,0.5168,149
11,outcome_innocent,0.9933,0.0133,0.5168,149
12,outcome_innocent,0.9933,0.0133,0.5168,149
13,outcome_innocent,0.9933,0.0133,0.5168,149
14,outcome_innocent,0.9933,0.0133,0.5168,149
15,outcome_innocent,0.9933,0.0133,0.5168,149
16,outcome_innocent,0.9933,0.0133,0.5168,149
17,outcome_innocent,1.0,0.0,0.5168,149
18,outcome_innocent,0.9933,0.0133,0.5168,149
19,outcome_innocent,1.0,0.0,0.5168,149
20,outcome_innocent,0.9933,0.0133,0.5168,149
21,outcome_innocent,0.9933,0.0133,0.5168,149
22,outcome_innocent,0.9933,0.0133,0.5168,149
23,outcome_innocent,0.9933,0.0133,0.5168,149
24,outcome_innocent,0.9933,0.0133,0.5168,149
25,outcome_innocent,0.9867,0.0267,0.5168,149
26,outcome_innocent,0.9867,0.0267,0.5168,149
27,outcome_innocent,0.9867,0.0267,0.5168,149
28,outcome_innocent,0.98,0.0267,0.5168,149
0,outcome_guilty,0.5168,0.0149,0.5168,149
1,outcome_guilty,0.8331,0.0785,0.5168,149
2,outcome_guilty,0.826,0.0431,0.5168,149
3,outcome_guilty,0.8867,0.0884,0.5168,149
4,outcome_guilty,0.8998,0.0361,0.5168,149
5,outcome_guilty,0.9129,0.0158,0.5168,149
6,outcome_guilty,0.8998,0.0361,0.5168,149
7,outcome_guilty,0.9533,0.04,0.5168,149
8,outcome_guilty,0.9267,0.0646,0.5168,149
9,outcome_guilty,0.9933,0.0133,0.5168,149
10,outcome_guilty,0.9733,0.0389,0.5168,149
11,outcome_guilty,0.9933,0.0133,0.5168,149
12,outcome_guilty,0.9933,0.0133,0.5168,149
13,outcome_guilty,0.9867,0.0163,0.5168,149
14,outcome_guilty,0.9933,0.0133,0.5168,149
15,outcome_guilty,0.9933,0.0133,0.5168,149
16,outcome_guilty,1.0,0.0,0.5168,149
17,outcome_guilty,1.0,0.0,0.5168,149
18,outcome_guilty,1.0,0.0,0.5168,149
19,outcome_guilty,1.0,0.0,0.5168,149
20,outcome_guilty,0.9933,0.0133,0.5168,149
21,outcome_guilty,0.9867,0.0267,0.5168,149
22,outcome_guilty,0.9867,0.0267,0.5168,149
23,outcome_guilty,0.9933,0.0133,0.5168,149
24,outcome_guilty,0.98,0.04,0.5168,149
25,outcome_guilty,0.98,0.04,0.5168,149
26,outcome_guilty,0.98,0.04,0.5168,149
27,outcome_guilty,0.98,0.04,0.5168,149
28,outcome_guilty,0.98,0.04,0.5168,149
