layer,probe_name,cv_acc,cv_std,chance,n
0,intent_noharm,0.5,0.0,0.5,144
1,intent_noharm,0.5262,0.059,0.5,144
2,intent_noharm,0.5676,0.0672,0.5,144
3,intent_noharm,0.5633,0.0571,0.5,144
4,intent_noharm,0.5348,0.0499,0.5,144
5,intent_noharm,0.5629,0.0419,0.5,144
6,intent_noharm,0.5762,0.0256,0.5,144
7,intent_noharm,0.5481,0.047,0.5,144
8,intent_noharm,0.6329,0.0437,0.5,144
9,intent_noharm,0.6048,0.0674,0.5,144
10,intent_noharm,0.5914,0.0378,0.5,144
11,intent_noharm,0.6795,0.0622,0.5,144
12,intent_noharm,0.7286,0.0533,0.5,144
13,intent_noharm,0.831,0.1265,0.5,144
14,intent_noharm,0.7557,0.05,0.5,144
15,intent_noharm,0.77,0.0679,0.5,144
16,intent_noharm,0.8052,0.0574,0.5,144
17,intent_noharm,0.7857,0.0637,0.5,144
18,intent_noharm,0.8252,0.0764,0.5,144
19,intent_noharm,0.79,0.0702,0.5,144
20,intent_noharm,0.7367,0.0596,0.5,144
21,intent_noharm,0.7586,0.0926,0.5,144
22,intent_noharm,0.7771,0.031,0.5,144
23,intent_noharm,0.7624,0.0474,0.5,144
24,intent_noharm,0.7633,0.0356,0.5,144
25,intent_noharm,0.7633,0.0356,0.5,144
26,intent_noharm,0.7562,0.0518,0.5,144
27,intent_noharm,0.7552,0.056,0.5,144
28,intent_noharm,0.7495,0.0534,0.5,144
0,intent_harm,0.5125,0.0153,0.5,154
1,intent_harm,0.5458,0.0343,0.5,154
2,intent_harm,0.5575,0.0363,0.5,154
3,intent_harm,0.6012,0.099,0.5,154
4,intent_harm,0.5388,0.0475,0.5,154
5,intent_harm,0.5442,0.0467,0.5,154
6,intent_harm,0.5387,0.037,0.5,154
7,intent_harm,0.52,0.0446,0.5,154
8,intent_harm,0.6046,0.0499,0.5,154
9,intent_harm,0.5779,0.0926,0.5,154
10,intent_harm,0.6292,0.0556,0.5,154
11,intent_harm,0.6112,0.0601,0.5,154
12,intent_harm,0.6492,0.063,0.5,154
13,intent_harm,0.6537,0.1221,0.5,154
14,intent_harm,0.6671,0.0749,0.5,154
15,intent_harm,0.6613,0.0499,0.5,154
16,intent_harm,0.6546,0.051,0.5,154
