layer,target,cv_acc,chance
0,intent,0.5537931034482758,0.5
0,outcome,0.7114942528735633,0.5167785234899329
1,intent,0.5602298850574712,0.5
1,outcome,0.7482758620689655,0.5167785234899329
2,intent,0.5203448275862069,0.5
2,outcome,0.7219540229885058,0.5167785234899329
3,intent,0.5405747126436782,0.5
3,outcome,0.664367816091954,0.5167785234899329
4,intent,0.5402298850574712,0.5
4,outcome,0.7413793103448276,0.5167785234899329
5,intent,0.5539080459770115,0.5
5,outcome,0.7279310344827585,0.5167785234899329
6,intent,0.5640229885057472,0.5
6,outcome,0.7382758620689656,0.5167785234899329
7,intent,0.5842528735632184,0.5
7,outcome,0.7854022988505747,0.5167785234899329
8,intent,0.6342528735632185,0.5
8,outcome,0.7958620689655173,0.5167785234899329
9,intent,0.637471264367816,0.5
9,outcome,0.8563218390804597,0.5167785234899329
10,intent,0.6308045977011494,0.5
10,outcome,0.8962068965517241,0.5167785234899329
11,intent,0.6170114942528736,0.5
11,outcome,0.8960919540229886,0.5167785234899329
12,intent,0.5709195402298851,0.5
12,outcome,0.8965517241379309,0.5167785234899329
13,intent,0.6408045977011494,0.5
13,outcome,0.8828735632183908,0.5167785234899329
14,intent,0.6110344827586207,0.5
14,outcome,0.8597701149425288,0.5167785234899329
15,intent,0.5873563218390805,0.5
15,outcome,0.8629885057471265,0.5167785234899329
16,intent,0.5811494252873564,0.5
16,outcome,0.8326436781609197,0.5167785234899329
17,intent,0.5779310344827586,0.5
17,outcome,0.8294252873563218,0.5167785234899329
18,intent,0.5672413793103448,0.5
18,outcome,0.7548275862068965,0.5167785234899329
19,intent,0.5642528735632185,0.5
19,outcome,0.7581609195402299,0.5167785234899329
20,intent,0.574367816091954,0.5
20,outcome,0.7789655172413793,0.5167785234899329
21,intent,0.5606896551724139,0.5
21,outcome,0.7186206896551725,0.5167785234899329
22,intent,0.5572413793103449,0.5
22,outcome,0.6683908045977012,0.5167785234899329
23,intent,0.5773563218390805,0.5
23,outcome,0.7150574712643678,0.5167785234899329
24,intent,0.5804597701149425,0.5
24,outcome,0.7285057471264368,0.5167785234899329
