layer,target,cv_acc,chance
0,intent,0.5404597701149425,0.5
0,outcome,0.7926436781609196,0.5167785234899329
1,intent,0.5803448275862069,0.5
1,outcome,0.745632183908046,0.5167785234899329
2,intent,0.5636781609195403,0.5
2,outcome,0.738735632183908,0.5167785234899329
3,intent,0.5639080459770115,0.5
3,outcome,0.7519540229885058,0.5167785234899329
4,intent,0.6005747126436781,0.5
4,outcome,0.812183908045977,0.5167785234899329
5,intent,0.6512643678160919,0.5
5,outcome,0.8385057471264368,0.5167785234899329
6,intent,0.6140229885057471,0.5
6,outcome,0.8656321839080461,0.5167785234899329
7,intent,0.6209195402298852,0.5
7,outcome,0.8627586206896553,0.5167785234899329
8,intent,0.6510344827586207,0.5
8,outcome,0.8726436781609195,0.5167785234899329
9,intent,0.6575862068965517,0.5
9,outcome,0.8791954022988506,0.5167785234899329
10,intent,0.6580459770114943,0.5
10,outcome,0.8495402298850575,0.5167785234899329
11,intent,0.6181609195402299,0.5
11,outcome,0.8460919540229886,0.5167785234899329
12,intent,0.6616091954022988,0.5
12,outcome,0.9064367816091954,0.5167785234899329
13,intent,0.7080459770114943,0.5
13,outcome,0.9400000000000001,0.5167785234899329
14,intent,0.6712643678160919,0.5
14,outcome,0.9198850574712644,0.5167785234899329
15,intent,0.7581609195402299,0.5
15,outcome,0.936551724137931,0.5167785234899329
16,intent,0.7821839080459771,0.5
16,outcome,0.9333333333333332,0.5167785234899329
17,intent,0.838735632183908,0.5
17,outcome,0.93,0.5167785234899329
18,intent,0.849310344827586,0.5
18,outcome,0.95,0.5167785234899329
19,intent,0.815632183908046,0.5
19,outcome,0.95,0.5167785234899329
20,intent,0.7588505747126437,0.5
20,outcome,0.9166666666666667,0.5167785234899329
21,intent,0.7857471264367817,0.5
21,outcome,0.8933333333333333,0.5167785234899329
22,intent,0.718735632183908,0.5
22,outcome,0.8797701149425287,0.5167785234899329
23,intent,0.6985057471264369,0.5
23,outcome,0.8528735632183908,0.5167785234899329
24,intent,0.6509195402298851,0.5
24,outcome,0.8293103448275861,0.5167785234899329
25,intent,0.667816091954023,0.5
25,outcome,0.8124137931034483,0.5167785234899329
26,intent,0.6479310344827586,0.5
26,outcome,0.8062068965517242,0.5167785234899329
27,intent,0.6679310344827586,0.5
27,outcome,0.822528735632184,0.5167785234899329
28,intent,0.6173563218390805,0.5
28,outcome,0.775632183908046,0.5167785234899329
