layer,target,cv_acc,chance
0,intent,0.5067816091954023,0.5
0,outcome,0.5167816091954023,0.5167785234899329
1,intent,0.5404597701149426,0.5
1,outcome,0.8364367816091954,0.5167785234899329
2,intent,0.5732183908045977,0.5
2,outcome,0.8328735632183909,0.5167785234899329
3,intent,0.5435632183908046,0.5
3,outcome,0.93,0.5167785234899329
4,intent,0.5568965517241379,0.5
4,outcome,0.9097701149425287,0.5167785234899329
5,intent,0.5771264367816091,0.5
5,outcome,0.913103448275862,0.5167785234899329
6,intent,0.5772413793103448,0.5
6,outcome,0.936551724137931,0.5167785234899329
7,intent,0.5535632183908046,0.5
7,outcome,0.9664367816091955,0.5167785234899329
8,intent,0.6040229885057472,0.5
8,outcome,0.9333333333333332,0.5167785234899329
9,intent,0.6005747126436782,0.5
9,outcome,0.9933333333333334,0.5167785234899329
10,intent,0.6273563218390804,0.5
10,outcome,0.9833333333333334,0.5167785234899329
11,intent,0.6944827586206896,0.5
11,outcome,0.9933333333333334,0.5167785234899329
12,intent,0.654367816091954,0.5
12,outcome,0.99,0.5167785234899329
13,intent,0.7213793103448276,0.5
13,outcome,0.9933333333333334,0.5167785234899329
14,intent,0.6777011494252874,0.5
14,outcome,0.9966666666666667,0.5167785234899329
15,intent,0.6742528735632185,0.5
15,outcome,0.9933333333333334,0.5167785234899329
16,intent,0.7085057471264368,0.5
16,outcome,0.9933333333333334,0.5167785234899329
17,intent,0.7321839080459769,0.5
17,outcome,1.0,0.5167785234899329
18,intent,0.7181609195402299,0.5
18,outcome,1.0,0.5167785234899329
19,intent,0.684712643678161,0.5
19,outcome,1.0,0.5167785234899329
20,intent,0.715287356321839,0.5
20,outcome,0.9933333333333334,0.5167785234899329
21,intent,0.7288505747126437,0.5
21,outcome,0.99,0.5167785234899329
22,intent,0.7183908045977011,0.5
22,outcome,0.9966666666666667,0.5167785234899329
23,intent,0.7555172413793103,0.5
23,outcome,0.9966666666666667,0.5167785234899329
24,intent,0.7116091954022989,0.5
24,outcome,0.99,0.5167785234899329
25,intent,0.717816091954023,0.5
25,outcome,0.99,0.5167785234899329
26,intent,0.6739080459770115,0.5
26,outcome,0.99,0.5167785234899329
27,intent,0.6805747126436782,0.5
27,outcome,0.99,0.5167785234899329
28,intent,0.717816091954023,0.5
28,outcome,0.99,0.5167785234899329
