layer,probe_name,cv_acc,cv_std,chance,n
0,intent_noharm,0.5,0.0,0.5,144
1,intent_noharm,0.5881,0.078,0.5,144
2,intent_noharm,0.5752,0.067,0.5,144
3,intent_noharm,0.5681,0.0468,0.5,144
4,intent_noharm,0.6457,0.0859,0.5,144
5,intent_noharm,0.6381,0.0409,0.5,144
6,intent_noharm,0.6438,0.083,0.5,144
7,intent_noharm,0.6719,0.0559,0.5,144
8,intent_noharm,0.6386,0.0617,0.5,144
9,intent_noharm,0.7357,0.0959,0.5,144
10,intent_noharm,0.7362,0.0607,0.5,144
11,intent_noharm,0.8338,0.037,0.5,144
12,intent_noharm,0.889,0.0391,0.5,144
13,intent_noharm,0.9019,0.0536,0.5,144
14,intent_noharm,0.9167,0.0532,0.5,144
15,intent_noharm,0.8829,0.0637,0.5,144
16,intent_noharm,0.8686,0.0722,0.5,144
17,intent_noharm,0.8676,0.0566,0.5,144
18,intent_noharm,0.8814,0.0625,0.5,144
19,intent_noharm,0.8876,0.0881,0.5,144
20,intent_noharm,0.8738,0.0721,0.5,144
21,intent_noharm,0.8595,0.0805,0.5,144
22,intent_noharm,0.8738,0.0584,0.5,144
23,intent_noharm,0.8329,0.0429,0.5,144
24,intent_noharm,0.839,0.0602,0.5,144
25,intent_noharm,0.8471,0.0469,0.5,144
26,intent_noharm,0.8329,0.0522,0.5,144
27,intent_noharm,0.8329,0.0522,0.5,144
28,intent_noharm,0.8262,0.0578,0.5,144
29,intent_noharm,0.8262,0.0578,0.5,144
30,intent_noharm,0.819,0.0642,0.5,144
31,intent_noharm,0.8262,0.0578,0.5,144
32,intent_noharm,0.819,0.0642,0.5,144
0,intent_harm,0.5125,0.0153,0.5,154
1,intent_harm,0.5125,0.0261,0.5,154
2,intent_harm,0.5258,0.013,0.5,154
3,intent_harm,0.5779,0.0685,0.5,154
4,intent_harm,0.5704,0.0355,0.5,154
5,intent_harm,0.5579,0.0375,0.5,154
6,intent_harm,0.59,0.0609,0.5,154
7,intent_harm,0.6283,0.0613,0.5,154
8,intent_harm,0.6238,0.0578,0.5,154
9,intent_harm,0.6692,0.0265,0.5,154
10,intent_harm,0.6433,0.0836,0.5,154
11,intent_harm,0.6954,0.0388,0.5,154
12,intent_harm,0.7283,0.0836,0.5,154
13,intent_harm,0.7737,0.0763,0.5,154
14,intent_harm,0.7692,0.1095,0.5,154
15,intent_harm,0.8396,0.0913,0.5,154
16,intent_harm,0.82,0.094,0.5,154
17,intent_harm,0.8267,0.0911,0.5,154
18,intent_harm,0.8142,0.1008,0.5,154
19,intent_harm,0.8208,0.1092,0.5,154
20,intent_harm,0.7692,0.1082,0.5,154
21,intent_harm,0.73,0.0953,0.5,154
22,intent_harm,0.7358,0.0826,0.5,154
23,intent_harm,0.7492,0.0961,0.5,154
24,intent_harm,0.7621,0.0983,0.5,154
25,intent_harm,0.7617,0.0774,0.5,154
26,intent_harm,0.7679,0.0865,0.5,154
27,intent_harm,0.7742,0.0868,0.5,154
28,intent_harm,0.7613,0.0739,0.5,154
29,intent_harm,0.7871,0.0547,0.5,154
30,intent_harm,0.7358,0.0725,0.5,154
31,intent_harm,0.7625,0.1031,0.5,154
32,intent_harm,0.7288,0.0635,0.5,154
0,outcome_innocent,0.5168,0.0149,0.5168,149
1,outcome_innocent,0.7926,0.0635,0.5168,149
2,outcome_innocent,0.8731,0.0643,0.5168,149
3,outcome_innocent,0.94,0.0611,0.5168,149
4,outcome_innocent,0.9667,0.0298,0.5168,149
5,outcome_innocent,0.9731,0.025,0.5168,149
6,outcome_innocent,0.9933,0.0133,0.5168,149
7,outcome_innocent,0.9933,0.0133,0.5168,149
8,outcome_innocent,0.9933,0.0133,0.5168,149
9,outcome_innocent,0.98,0.04,0.5168,149
10,outcome_innocent,0.98,0.04,0.5168,149
11,outcome_innocent,0.98,0.04,0.5168,149
12,outcome_innocent,0.98,0.04,0.5168,149
13,outcome_innocent,0.9933,0.0133,0.5168,149
14,outcome_innocent,0.9933,0.0133,0.5168,149
15,outcome_innocent,0.9933,0.0133,0.5168,149
16,outcome_innocent,1.0,0.0,0.5168,149
17,outcome_innocent,1.0,0.0,0.5168,149
18,outcome_innocent,0.9933,0.0133,0.5168,149
19,outcome_innocent,1.0,0.0,0.5168,149
20,outcome_innocent,1.0,0.0,0.5168,149
21,outcome_innocent,1.0,0.0,0.5168,149
22,outcome_innocent,0.9933,0.0133,0.5168,149
23,outcome_innocent,0.9933,0.0133,0.5168,149
24,outcome_innocent,0.9933,0.0133,0.5168,149
25,outcome_innocent,0.9933,0.0133,0.5168,149
26,outcome_innocent,0.9933,0.0133,0.5168,149
27,outcome_innocent,0.9933,0.0133,0.5168,149
28,outcome_innocent,0.9933,0.0133,0.5168,149
29,outcome_innocent,0.9933,0.0133,0.5168,149
30,outcome_innocent,0.9933,0.0133,0.5168,149
31,outcome_innocent,1.0,0.0,0.5168,149
32,outcome_innocent,1.0,0.0,0.5168,149
0,outcome_guilty,0.5168,0.0149,0.5168,149
1,outcome_guilty,0.7726,0.0895,0.5168,149
2,outcome_guilty,0.88,0.0748,0.5168,149
3,outcome_guilty,0.9267,0.068,0.5168,149
4,outcome_guilty,0.96,0.0327,0.5168,149
5,outcome_guilty,0.98,0.0267,0.5168,149
6,outcome_guilty,0.9729,0.0257,0.5168,149
7,outcome_guilty,0.9729,0.0257,0.5168,149
8,outcome_guilty,0.9729,0.0257,0.5168,149
9,outcome_guilty,0.9733,0.0389,0.5168,149
10,outcome_guilty,0.98,0.04,0.5168,149
11,outcome_guilty,0.9867,0.0267,0.5168,149
12,outcome_guilty,0.9867,0.0267,0.5168,149
13,outcome_guilty,0.9867,0.0267,0.5168,149
14,outcome_guilty,0.9867,0.0267,0.5168,149
15,outcome_guilty,1.0,0.0,0.5168,149
16,outcome_guilty,1.0,0.0,0.5168,149
17,outcome_guilty,1.0,0.0,0.5168,149
18,outcome_guilty,1.0,0.0,0.5168,149
19,outcome_guilty,1.0,0.0,0.5168,149
20,outcome_guilty,1.0,0.0,0.5168,149
21,outcome_guilty,1.0,0.0,0.5168,149
22,outcome_guilty,1.0,0.0,0.5168,149
23,outcome_guilty,1.0,0.0,0.5168,149
24,outcome_guilty,1.0,0.0,0.5168,149
25,outcome_guilty,1.0,0.0,0.5168,149
26,outcome_guilty,1.0,0.0,0.5168,149
27,outcome_guilty,1.0,0.0,0.5168,149
28,outcome_guilty,1.0,0.0,0.5168,149
29,outcome_guilty,1.0,0.0,0.5168,149
30,outcome_guilty,1.0,0.0,0.5168,149
31,outcome_guilty,1.0,0.0,0.5168,149
32,outcome_guilty,1.0,0.0,0.5168,149
