template,story_id,source,condition,intent_label,outcome_label,mean_norm_blame,n
acceptable7,YS2008-ALARM-accidental,YS2008,accidental,innocent,harm,0.3245,1
acceptable7,YS2008-ALARM-attempted,YS2008,attempted,guilty,no_harm,0.2844,1
acceptable7,YS2008-ALARM-intentional,YS2008,intentional,guilty,harm,0.4352,1
acceptable7,YS2008-ALARM-neutral,YS2008,neutral,innocent,no_harm,0.317,1
acceptable7,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,0.1401,1
acceptable7,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,0.3943,1
acceptable7,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,0.1086,1
acceptable7,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,0.2176,1
acceptable7,YS2008-BAR-accidental,YS2008,accidental,innocent,harm,0.0729,1
acceptable7,YS2008-BAR-attempted,YS2008,attempted,guilty,no_harm,0.0384,1
acceptable7,YS2008-BAR-intentional,YS2008,intentional,guilty,harm,0.0665,1
acceptable7,YS2008-BAR-neutral,YS2008,neutral,innocent,no_harm,0.1487,1
acceptable7,YS2008-BIKE-accidental,YS2008,accidental,innocent,harm,0.5459,1
acceptable7,YS2008-BIKE-attempted,YS2008,attempted,guilty,no_harm,0.2635,1
acceptable7,YS2008-BIKE-intentional,YS2008,intentional,guilty,harm,0.5299,1
acceptable7,YS2008-BIKE-neutral,YS2008,neutral,innocent,no_harm,0.1557,1
acceptable7,YS2008-BOUNCY BALL-accidental,YS2008,accidental,innocent,harm,0.7363,1
acceptable7,YS2008-BOUNCY BALL-attempted,YS2008,attempted,guilty,no_harm,0.1642,1
acceptable7,YS2008-BOUNCY BALL-intentional,YS2008,intentional,guilty,harm,0.8812,1
acceptable7,YS2008-BOUNCY BALL-neutral,YS2008,neutral,innocent,no_harm,0.0423,1
acceptable7,YS2008-BRIDGE-accidental,YS2008,accidental,innocent,harm,0.9742,1
acceptable7,YS2008-BRIDGE-attempted,YS2008,attempted,guilty,no_harm,0.0277,1
acceptable7,YS2008-BRIDGE-intentional,YS2008,intentional,guilty,harm,0.9871,1
acceptable7,YS2008-BRIDGE-neutral,YS2008,neutral,innocent,no_harm,0.0466,1
acceptable7,YS2008-CAYO-accidental,YS2008,accidental,innocent,harm,0.4279,1
acceptable7,YS2008-CAYO-attempted,YS2008,attempted,guilty,no_harm,0.3932,1
acceptable7,YS2008-CAYO-intentional,YS2008,intentional,guilty,harm,0.2637,1
acceptable7,YS2008-CAYO-neutral,YS2008,neutral,innocent,no_harm,0.4226,1
acceptable7,YS2008-CHAIRLIFT-accidental,YS2008,accidental,innocent,harm,0.8524,1
acceptable7,YS2008-CHAIRLIFT-attempted,YS2008,attempted,guilty,no_harm,0.023,1
acceptable7,YS2008-CHAIRLIFT-intentional,YS2008,intentional,guilty,harm,0.9307,1
acceptable7,YS2008-CHAIRLIFT-neutral,YS2008,neutral,innocent,no_harm,0.0121,1
acceptable7,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,0.9468,1
acceptable7,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,0.123,1
acceptable7,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,0.8543,1
acceptable7,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,0.2684,1
acceptable7,YS2008-CPR-accidental,YS2008,accidental,innocent,harm,0.374,1
acceptable7,YS2008-CPR-attempted,YS2008,attempted,guilty,no_harm,0.1338,1
acceptable7,YS2008-CPR-intentional,YS2008,intentional,guilty,harm,0.1574,1
acceptable7,YS2008-CPR-neutral,YS2008,neutral,innocent,no_harm,0.1781,1
acceptable7,YS2008-FRAT-accidental,YS2008,accidental,innocent,harm,0.7309,1
acceptable7,YS2008-FRAT-attempted,YS2008,attempted,guilty,no_harm,0.119,1
acceptable7,YS2008-FRAT-intentional,YS2008,intentional,guilty,harm,0.384,1
acceptable7,YS2008-FRAT-neutral,YS2008,neutral,innocent,no_harm,0.4752,1
acceptable7,YS2008-FUMIGATION-accidental,YS2008,accidental,innocent,harm,0.3158,1
acceptable7,YS2008-FUMIGATION-attempted,YS2008,attempted,guilty,no_harm,0.534,1
acceptable7,YS2008-FUMIGATION-intentional,YS2008,intentional,guilty,harm,0.3601,1
acceptable7,YS2008-FUMIGATION-neutral,YS2008,neutral,innocent,no_harm,0.5292,1
acceptable7,YS2008-HAM-accidental,YS2008,accidental,innocent,harm,0.6257,1
acceptable7,YS2008-HAM-attempted,YS2008,attempted,guilty,no_harm,0.11,1
acceptable7,YS2008-HAM-intentional,YS2008,intentional,guilty,harm,0.6036,1
acceptable7,YS2008-HAM-neutral,YS2008,neutral,innocent,no_harm,0.4608,1
acceptable7,YS2008-HARNESS-accidental,YS2008,accidental,innocent,harm,0.9927,1
acceptable7,YS2008-HARNESS-attempted,YS2008,attempted,guilty,no_harm,0.0375,1
acceptable7,YS2008-HARNESS-intentional,YS2008,intentional,guilty,harm,0.9937,1
acceptable7,YS2008-HARNESS-neutral,YS2008,neutral,innocent,no_harm,0.0204,1
acceptable7,YS2008-HUNT-accidental,YS2008,accidental,innocent,harm,0.1483,1
acceptable7,YS2008-HUNT-attempted,YS2008,attempted,guilty,no_harm,0.4406,1
acceptable7,YS2008-HUNT-intentional,YS2008,intentional,guilty,harm,0.2262,1
acceptable7,YS2008-HUNT-neutral,YS2008,neutral,innocent,no_harm,0.5679,1
acceptable7,YS2008-IGLOO-accidental,YS2008,accidental,innocent,harm,0.7703,1
acceptable7,YS2008-IGLOO-attempted,YS2008,attempted,guilty,no_harm,0.433,1
acceptable7,YS2008-IGLOO-intentional,YS2008,intentional,guilty,harm,0.6169,1
acceptable7,YS2008-IGLOO-neutral,YS2008,neutral,innocent,no_harm,0.2366,1
acceptable7,YS2008-IRON-accidental,YS2008,accidental,innocent,harm,0.3177,1
acceptable7,YS2008-IRON-attempted,YS2008,attempted,guilty,no_harm,0.0174,1
acceptable7,YS2008-IRON-intentional,YS2008,intentional,guilty,harm,0.3335,1
acceptable7,YS2008-IRON-neutral,YS2008,neutral,innocent,no_harm,0.0501,1
acceptable7,YS2008-JELLYFISH-accidental,YS2008,accidental,innocent,harm,0.7564,1
acceptable7,YS2008-JELLYFISH-attempted,YS2008,attempted,guilty,no_harm,0.0986,1
acceptable7,YS2008-JELLYFISH-intentional,YS2008,intentional,guilty,harm,0.493,1
acceptable7,YS2008-JELLYFISH-neutral,YS2008,neutral,innocent,no_harm,0.0118,1
acceptable7,YS2008-LAB-accidental,YS2008,accidental,innocent,harm,0.4892,1
acceptable7,YS2008-LAB-attempted,YS2008,attempted,guilty,no_harm,0.009,1
acceptable7,YS2008-LAB-intentional,YS2008,intentional,guilty,harm,0.2092,1
acceptable7,YS2008-LAB-neutral,YS2008,neutral,innocent,no_harm,0.0008,1
acceptable7,YS2008-LAPTOP-accidental,YS2008,accidental,innocent,harm,0.1637,1
acceptable7,YS2008-LAPTOP-attempted,YS2008,attempted,guilty,no_harm,0.3628,1
acceptable7,YS2008-LAPTOP-intentional,YS2008,intentional,guilty,harm,0.3822,1
acceptable7,YS2008-LAPTOP-neutral,YS2008,neutral,innocent,no_harm,0.1652,1
acceptable7,YS2008-LATEX-accidental,YS2008,accidental,innocent,harm,0.5478,1
acceptable7,YS2008-LATEX-attempted,YS2008,attempted,guilty,no_harm,0.2283,1
acceptable7,YS2008-LATEX-intentional,YS2008,intentional,guilty,harm,0.3868,1
acceptable7,YS2008-LATEX-neutral,YS2008,neutral,innocent,no_harm,0.0217,1
acceptable7,YS2008-LOGAN AIRPORT-accidental,YS2008,accidental,innocent,harm,0.3504,1
acceptable7,YS2008-LOGAN AIRPORT-attempted,YS2008,attempted,guilty,no_harm,0.15,1
acceptable7,YS2008-LOGAN AIRPORT-intentional,YS2008,intentional,guilty,harm,0.1874,1
acceptable7,YS2008-LOGAN AIRPORT-neutral,YS2008,neutral,innocent,no_harm,0.014,1
acceptable7,YS2008-MALARIA POND-accidental,YS2008,accidental,innocent,harm,0.4598,1
acceptable7,YS2008-MALARIA POND-attempted,YS2008,attempted,guilty,no_harm,0.4707,1
acceptable7,YS2008-MALARIA POND-intentional,YS2008,intentional,guilty,harm,0.3366,1
acceptable7,YS2008-MALARIA POND-neutral,YS2008,neutral,innocent,no_harm,0.1319,1
acceptable7,YS2008-MEATLOAF-accidental,YS2008,accidental,innocent,harm,0.9947,1
acceptable7,YS2008-MEATLOAF-attempted,YS2008,attempted,guilty,no_harm,0.4066,1
acceptable7,YS2008-MEATLOAF-intentional,YS2008,intentional,guilty,harm,0.9677,1
acceptable7,YS2008-MEATLOAF-neutral,YS2008,neutral,innocent,no_harm,0.3084,1
acceptable7,YS2008-MOTHER-accidental,YS2008,accidental,innocent,harm,0.2699,1
acceptable7,YS2008-MOTHER-attempted,YS2008,attempted,guilty,no_harm,0.2521,1
acceptable7,YS2008-MOTHER-intentional,YS2008,intentional,guilty,harm,0.3337,1
acceptable7,YS2008-MOTHER-neutral,YS2008,neutral,innocent,no_harm,0.0022,1
acceptable7,YS2008-MOTORBOAT-accidental,YS2008,accidental,innocent,harm,0.337,1
acceptable7,YS2008-MOTORBOAT-attempted,YS2008,attempted,guilty,no_harm,0.2791,1
acceptable7,YS2008-MOTORBOAT-intentional,YS2008,intentional,guilty,harm,0.1853,1
acceptable7,YS2008-MOTORBOAT-neutral,YS2008,neutral,innocent,no_harm,0.1879,1
acceptable7,YS2008-MUSHROOMS-accidental,YS2008,accidental,innocent,harm,0.3632,1
acceptable7,YS2008-MUSHROOMS-attempted,YS2008,attempted,guilty,no_harm,0.2942,1
acceptable7,YS2008-MUSHROOMS-intentional,YS2008,intentional,guilty,harm,0.2267,1
acceptable7,YS2008-MUSHROOMS-neutral,YS2008,neutral,innocent,no_harm,0.4401,1
acceptable7,YS2008-PARACHUTES-accidental,YS2008,accidental,innocent,harm,0.9973,1
acceptable7,YS2008-PARACHUTES-attempted,YS2008,attempted,guilty,no_harm,0.0371,1
acceptable7,YS2008-PARACHUTES-intentional,YS2008,intentional,guilty,harm,0.9947,1
acceptable7,YS2008-PARACHUTES-neutral,YS2008,neutral,innocent,no_harm,0.0001,1
acceptable7,YS2008-PEANUT ALLERGY-accidental,YS2008,accidental,innocent,harm,0.5817,1
acceptable7,YS2008-PEANUT ALLERGY-attempted,YS2008,attempted,guilty,no_harm,0.0047,1
acceptable7,YS2008-PEANUT ALLERGY-intentional,YS2008,intentional,guilty,harm,0.4389,1
acceptable7,YS2008-PEANUT ALLERGY-neutral,YS2008,neutral,innocent,no_harm,0.0527,1
acceptable7,YS2008-POOL-accidental,YS2008,accidental,innocent,harm,0.2788,1
acceptable7,YS2008-POOL-attempted,YS2008,attempted,guilty,no_harm,0.2744,1
acceptable7,YS2008-POOL-intentional,YS2008,intentional,guilty,harm,0.2026,1
acceptable7,YS2008-POOL-neutral,YS2008,neutral,innocent,no_harm,0.1994,1
acceptable7,YS2008-POPCORN-accidental,YS2008,accidental,innocent,harm,0.7932,1
acceptable7,YS2008-POPCORN-attempted,YS2008,attempted,guilty,no_harm,0.0085,1
acceptable7,YS2008-POPCORN-intentional,YS2008,intentional,guilty,harm,0.6221,1
acceptable7,YS2008-POPCORN-neutral,YS2008,neutral,innocent,no_harm,0.0953,1
acceptable7,YS2008-PORRIDGE-accidental,YS2008,accidental,innocent,harm,0.3467,1
acceptable7,YS2008-PORRIDGE-attempted,YS2008,attempted,guilty,no_harm,0.558,1
acceptable7,YS2008-PORRIDGE-intentional,YS2008,intentional,guilty,harm,0.1781,1
acceptable7,YS2008-PORRIDGE-neutral,YS2008,neutral,innocent,no_harm,0.5908,1
acceptable7,YS2008-RABIES-accidental,YS2008,accidental,innocent,harm,0.7569,1
acceptable7,YS2008-RABIES-attempted,YS2008,attempted,guilty,no_harm,0.2572,1
acceptable7,YS2008-RABIES-intentional,YS2008,intentional,guilty,harm,0.6567,1
acceptable7,YS2008-RABIES-neutral,YS2008,neutral,innocent,no_harm,0.3199,1
acceptable7,YS2008-RIVER-accidental,YS2008,accidental,innocent,harm,0.2444,1
acceptable7,YS2008-RIVER-attempted,YS2008,attempted,guilty,no_harm,0.3507,1
acceptable7,YS2008-RIVER-intentional,YS2008,intentional,guilty,harm,0.428,1
acceptable7,YS2008-RIVER-neutral,YS2008,neutral,innocent,no_harm,0.5208,1
acceptable7,YS2008-SAFETY CORD-accidental,YS2008,accidental,innocent,harm,0.1819,1
acceptable7,YS2008-SAFETY CORD-attempted,YS2008,attempted,guilty,no_harm,0.3601,1
acceptable7,YS2008-SAFETY CORD-intentional,YS2008,intentional,guilty,harm,0.1514,1
acceptable7,YS2008-SAFETY CORD-neutral,YS2008,neutral,innocent,no_harm,0.0152,1
acceptable7,YS2008-SAFETY TOWN-accidental,YS2008,accidental,innocent,harm,0.1234,1
acceptable7,YS2008-SAFETY TOWN-attempted,YS2008,attempted,guilty,no_harm,0.1856,1
acceptable7,YS2008-SAFETY TOWN-intentional,YS2008,intentional,guilty,harm,0.2814,1
acceptable7,YS2008-SAFETY TOWN-neutral,YS2008,neutral,innocent,no_harm,0.3223,1
acceptable7,YS2008-SEATBELT-accidental,YS2008,accidental,innocent,harm,0.2379,1
acceptable7,YS2008-SEATBELT-attempted,YS2008,attempted,guilty,no_harm,0.4707,1
acceptable7,YS2008-SEATBELT-intentional,YS2008,intentional,guilty,harm,0.2016,1
acceptable7,YS2008-SEATBELT-neutral,YS2008,neutral,innocent,no_harm,0.4311,1
acceptable7,YS2008-SESAME-accidental,YS2008,accidental,innocent,harm,0.5297,1
acceptable7,YS2008-SESAME-attempted,YS2008,attempted,guilty,no_harm,0.013,1
acceptable7,YS2008-SESAME-intentional,YS2008,intentional,guilty,harm,0.5609,1
acceptable7,YS2008-SESAME-neutral,YS2008,neutral,innocent,no_harm,0.154,1
acceptable7,YS2008-SPINACH-accidental,YS2008,accidental,innocent,harm,0.2819,1
acceptable7,YS2008-SPINACH-attempted,YS2008,attempted,guilty,no_harm,0.054,1
acceptable7,YS2008-SPINACH-intentional,YS2008,intentional,guilty,harm,0.2772,1
acceptable7,YS2008-SPINACH-neutral,YS2008,neutral,innocent,no_harm,0.0715,1
acceptable7,YS2008-SPRING BREAK-accidental,YS2008,accidental,innocent,harm,0.9119,1
acceptable7,YS2008-SPRING BREAK-attempted,YS2008,attempted,guilty,no_harm,0.3616,1
acceptable7,YS2008-SPRING BREAK-intentional,YS2008,intentional,guilty,harm,0.9324,1
acceptable7,YS2008-SPRING BREAK-neutral,YS2008,neutral,innocent,no_harm,0.3769,1
acceptable7,YS2008-SUSHI-accidental,YS2008,accidental,innocent,harm,0.4082,1
acceptable7,YS2008-SUSHI-attempted,YS2008,attempted,guilty,no_harm,0.4147,1
acceptable7,YS2008-SUSHI-intentional,YS2008,intentional,guilty,harm,0.4133,1
acceptable7,YS2008-SUSHI-neutral,YS2008,neutral,innocent,no_harm,0.0863,1
acceptable7,YS2008-TEENAGERS-accidental,YS2008,accidental,innocent,harm,0.3013,1
acceptable7,YS2008-TEENAGERS-attempted,YS2008,attempted,guilty,no_harm,0.4011,1
acceptable7,YS2008-TEENAGERS-intentional,YS2008,intentional,guilty,harm,0.333,1
acceptable7,YS2008-TEENAGERS-neutral,YS2008,neutral,innocent,no_harm,0.3993,1
acceptable7,YS2008-TRACKS-accidental,YS2008,accidental,innocent,harm,0.6384,1
acceptable7,YS2008-TRACKS-attempted,YS2008,attempted,guilty,no_harm,0.4924,1
acceptable7,YS2008-TRACKS-intentional,YS2008,intentional,guilty,harm,0.387,1
acceptable7,YS2008-TRACKS-neutral,YS2008,neutral,innocent,no_harm,0.3873,1
acceptable7,YS2008-TREE HOUSE-accidental,YS2008,accidental,innocent,harm,0.3599,1
acceptable7,YS2008-TREE HOUSE-attempted,YS2008,attempted,guilty,no_harm,0.5309,1
acceptable7,YS2008-TREE HOUSE-intentional,YS2008,intentional,guilty,harm,0.355,1
acceptable7,YS2008-TREE HOUSE-neutral,YS2008,neutral,innocent,no_harm,0.5813,1
acceptable7,YS2008-VET-accidental,YS2008,accidental,innocent,harm,0.9711,1
acceptable7,YS2008-VET-attempted,YS2008,attempted,guilty,no_harm,0.1457,1
acceptable7,YS2008-VET-intentional,YS2008,intentional,guilty,harm,0.9672,1
acceptable7,YS2008-VET-neutral,YS2008,neutral,innocent,no_harm,0.5483,1
acceptable7,YS2008-VITAMIN-accidental,YS2008,accidental,innocent,harm,0.917,1
acceptable7,YS2008-VITAMIN-attempted,YS2008,attempted,guilty,no_harm,0.2088,1
acceptable7,YS2008-VITAMIN-intentional,YS2008,intentional,guilty,harm,0.7605,1
acceptable7,YS2008-VITAMIN-neutral,YS2008,neutral,innocent,no_harm,0.0168,1
