template,story_id,source,condition,intent_label,outcome_label,mean_norm_blame,n
acceptable7,YS2008-ALARM-accidental,YS2008,accidental,innocent,harm,0.743,1
acceptable7,YS2008-ALARM-attempted,YS2008,attempted,guilty,no_harm,0.6105,1
acceptable7,YS2008-ALARM-intentional,YS2008,intentional,guilty,harm,0.8208,1
acceptable7,YS2008-ALARM-neutral,YS2008,neutral,innocent,no_harm,0.5975,1
acceptable7,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,0.8796,1
acceptable7,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,0.6764,1
acceptable7,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,0.8311,1
acceptable7,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,0.673,1
acceptable7,YS2008-BAR-accidental,YS2008,accidental,innocent,harm,0.9311,1
acceptable7,YS2008-BAR-attempted,YS2008,attempted,guilty,no_harm,0.7658,1
acceptable7,YS2008-BAR-intentional,YS2008,intentional,guilty,harm,0.9281,1
acceptable7,YS2008-BAR-neutral,YS2008,neutral,innocent,no_harm,0.8061,1
acceptable7,YS2008-BIKE-accidental,YS2008,accidental,innocent,harm,0.8538,1
acceptable7,YS2008-BIKE-attempted,YS2008,attempted,guilty,no_harm,0.7363,1
acceptable7,YS2008-BIKE-intentional,YS2008,intentional,guilty,harm,0.8806,1
acceptable7,YS2008-BIKE-neutral,YS2008,neutral,innocent,no_harm,0.8303,1
acceptable7,YS2008-BOUNCY BALL-accidental,YS2008,accidental,innocent,harm,0.7754,1
acceptable7,YS2008-BOUNCY BALL-attempted,YS2008,attempted,guilty,no_harm,0.7314,1
acceptable7,YS2008-BOUNCY BALL-intentional,YS2008,intentional,guilty,harm,0.8552,1
acceptable7,YS2008-BOUNCY BALL-neutral,YS2008,neutral,innocent,no_harm,0.7032,1
acceptable7,YS2008-BRIDGE-accidental,YS2008,accidental,innocent,harm,0.8948,1
acceptable7,YS2008-BRIDGE-attempted,YS2008,attempted,guilty,no_harm,0.7219,1
acceptable7,YS2008-BRIDGE-intentional,YS2008,intentional,guilty,harm,0.8938,1
acceptable7,YS2008-BRIDGE-neutral,YS2008,neutral,innocent,no_harm,0.7497,1
acceptable7,YS2008-CAYO-accidental,YS2008,accidental,innocent,harm,0.8067,1
acceptable7,YS2008-CAYO-attempted,YS2008,attempted,guilty,no_harm,0.7597,1
acceptable7,YS2008-CAYO-intentional,YS2008,intentional,guilty,harm,0.832,1
acceptable7,YS2008-CAYO-neutral,YS2008,neutral,innocent,no_harm,0.812,1
acceptable7,YS2008-CHAIRLIFT-accidental,YS2008,accidental,innocent,harm,0.8486,1
acceptable7,YS2008-CHAIRLIFT-attempted,YS2008,attempted,guilty,no_harm,0.7683,1
acceptable7,YS2008-CHAIRLIFT-intentional,YS2008,intentional,guilty,harm,0.9435,1
acceptable7,YS2008-CHAIRLIFT-neutral,YS2008,neutral,innocent,no_harm,0.7809,1
acceptable7,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,0.85,1
acceptable7,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,0.6369,1
acceptable7,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,0.8461,1
acceptable7,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,0.6916,1
acceptable7,YS2008-CPR-accidental,YS2008,accidental,innocent,harm,0.9089,1
acceptable7,YS2008-CPR-attempted,YS2008,attempted,guilty,no_harm,0.6045,1
acceptable7,YS2008-CPR-intentional,YS2008,intentional,guilty,harm,0.9084,1
acceptable7,YS2008-CPR-neutral,YS2008,neutral,innocent,no_harm,0.5807,1
acceptable7,YS2008-FRAT-accidental,YS2008,accidental,innocent,harm,0.7894,1
acceptable7,YS2008-FRAT-attempted,YS2008,attempted,guilty,no_harm,0.6615,1
acceptable7,YS2008-FRAT-intentional,YS2008,intentional,guilty,harm,0.8463,1
acceptable7,YS2008-FRAT-neutral,YS2008,neutral,innocent,no_harm,0.7118,1
acceptable7,YS2008-FUMIGATION-accidental,YS2008,accidental,innocent,harm,0.8763,1
acceptable7,YS2008-FUMIGATION-attempted,YS2008,attempted,guilty,no_harm,0.7915,1
acceptable7,YS2008-FUMIGATION-intentional,YS2008,intentional,guilty,harm,0.8728,1
acceptable7,YS2008-FUMIGATION-neutral,YS2008,neutral,innocent,no_harm,0.7797,1
acceptable7,YS2008-HAM-accidental,YS2008,accidental,innocent,harm,0.7188,1
acceptable7,YS2008-HAM-attempted,YS2008,attempted,guilty,no_harm,0.7493,1
acceptable7,YS2008-HAM-intentional,YS2008,intentional,guilty,harm,0.74,1
acceptable7,YS2008-HAM-neutral,YS2008,neutral,innocent,no_harm,0.7917,1
