model,template,sample,story_id,source,condition,intent_label,outcome_label,raw_rating,norm_rating
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,1.1,0.05
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,2.9884,0.9942
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,1.7207,0.3604
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,2.9885,0.9943
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-LAB-neutral,YS2008,neutral,innocent,no_harm,1.5036,0.2518
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-LAB-accidental,YS2008,accidental,innocent,harm,2.4809,0.7405
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-LAB-attempted,YS2008,attempted,guilty,no_harm,1.8639,0.4319
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-LAB-intentional,YS2008,intentional,guilty,harm,2.5525,0.7762
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-JELLYFISH-neutral,YS2008,neutral,innocent,no_harm,1.5525,0.2763
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-JELLYFISH-accidental,YS2008,accidental,innocent,harm,2.811,0.9055
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-JELLYFISH-attempted,YS2008,attempted,guilty,no_harm,2.039,0.5195
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-JELLYFISH-intentional,YS2008,intentional,guilty,harm,2.8695,0.9347
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-BRIDGE-neutral,YS2008,neutral,innocent,no_harm,1.4622,0.2311
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-BRIDGE-accidental,YS2008,accidental,innocent,harm,2.5194,0.7597
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-BRIDGE-attempted,YS2008,attempted,guilty,no_harm,1.8419,0.421
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-BRIDGE-intentional,YS2008,intentional,guilty,harm,2.6256,0.8128
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-POOL-neutral,YS2008,neutral,innocent,no_harm,1.433,0.2165
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-POOL-accidental,YS2008,accidental,innocent,harm,2.6656,0.8328
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-POOL-attempted,YS2008,attempted,guilty,no_harm,2.1272,0.5636
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-POOL-intentional,YS2008,intentional,guilty,harm,2.5436,0.7718
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-MUSHROOMS-neutral,YS2008,neutral,innocent,no_harm,1.2262,0.1131
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-MUSHROOMS-accidental,YS2008,accidental,innocent,harm,2.9045,0.9523
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-MUSHROOMS-attempted,YS2008,attempted,guilty,no_harm,2.4018,0.7009
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-MUSHROOMS-intentional,YS2008,intentional,guilty,harm,2.923,0.9615
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-LATEX-neutral,YS2008,neutral,innocent,no_harm,1.1208,0.0604
allenai/Llama-3.1-Tulu-3-8B,human_verbatim,0,YS2008-LATEX-accidental,YS2008,accidental,innocent,harm,2.6321,0.8161
