template,story_id,source,condition,intent_label,outcome_label,mean_norm_blame,n
acceptable7,YS2008-ALARM-accidental,YS2008,accidental,innocent,harm,0.6558,1
acceptable7,YS2008-ALARM-attempted,YS2008,attempted,guilty,no_harm,0.3411,1
acceptable7,YS2008-ALARM-intentional,YS2008,intentional,guilty,harm,0.6586,1
acceptable7,YS2008-ALARM-neutral,YS2008,neutral,innocent,no_harm,0.2801,1
acceptable7,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,0.9647,1
acceptable7,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,0.5644,1
acceptable7,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,0.965,1
acceptable7,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,0.3458,1
acceptable7,YS2008-BAR-accidental,YS2008,accidental,innocent,harm,0.8045,1
acceptable7,YS2008-BAR-attempted,YS2008,attempted,guilty,no_harm,0.2532,1
acceptable7,YS2008-BAR-intentional,YS2008,intentional,guilty,harm,0.756,1
acceptable7,YS2008-BAR-neutral,YS2008,neutral,innocent,no_harm,0.0376,1
acceptable7,YS2008-BIKE-accidental,YS2008,accidental,innocent,harm,0.8487,1
acceptable7,YS2008-BIKE-attempted,YS2008,attempted,guilty,no_harm,0.4054,1
acceptable7,YS2008-BIKE-intentional,YS2008,intentional,guilty,harm,0.9751,1
acceptable7,YS2008-BIKE-neutral,YS2008,neutral,innocent,no_harm,0.557,1
acceptable7,YS2008-BOUNCY BALL-accidental,YS2008,accidental,innocent,harm,0.786,1
acceptable7,YS2008-BOUNCY BALL-attempted,YS2008,attempted,guilty,no_harm,0.348,1
acceptable7,YS2008-BOUNCY BALL-intentional,YS2008,intentional,guilty,harm,0.9104,1
acceptable7,YS2008-BOUNCY BALL-neutral,YS2008,neutral,innocent,no_harm,0.1417,1
acceptable7,YS2008-BRIDGE-accidental,YS2008,accidental,innocent,harm,0.5999,1
acceptable7,YS2008-BRIDGE-attempted,YS2008,attempted,guilty,no_harm,0.1877,1
acceptable7,YS2008-BRIDGE-intentional,YS2008,intentional,guilty,harm,0.52,1
acceptable7,YS2008-BRIDGE-neutral,YS2008,neutral,innocent,no_harm,0.238,1
acceptable7,YS2008-CAYO-accidental,YS2008,accidental,innocent,harm,0.7585,1
acceptable7,YS2008-CAYO-attempted,YS2008,attempted,guilty,no_harm,0.2572,1
acceptable7,YS2008-CAYO-intentional,YS2008,intentional,guilty,harm,0.8641,1
acceptable7,YS2008-CAYO-neutral,YS2008,neutral,innocent,no_harm,0.3009,1
acceptable7,YS2008-CHAIRLIFT-accidental,YS2008,accidental,innocent,harm,0.9865,1
acceptable7,YS2008-CHAIRLIFT-attempted,YS2008,attempted,guilty,no_harm,0.2828,1
acceptable7,YS2008-CHAIRLIFT-intentional,YS2008,intentional,guilty,harm,0.9871,1
acceptable7,YS2008-CHAIRLIFT-neutral,YS2008,neutral,innocent,no_harm,0.2488,1
acceptable7,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,0.814,1
acceptable7,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,0.2569,1
acceptable7,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,0.8125,1
acceptable7,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,0.3731,1
acceptable7,YS2008-CPR-accidental,YS2008,accidental,innocent,harm,0.6613,1
acceptable7,YS2008-CPR-attempted,YS2008,attempted,guilty,no_harm,0.1957,1
acceptable7,YS2008-CPR-intentional,YS2008,intentional,guilty,harm,0.6449,1
acceptable7,YS2008-CPR-neutral,YS2008,neutral,innocent,no_harm,0.0674,1
acceptable7,YS2008-FRAT-accidental,YS2008,accidental,innocent,harm,0.7534,1
acceptable7,YS2008-FRAT-attempted,YS2008,attempted,guilty,no_harm,0.1778,1
acceptable7,YS2008-FRAT-intentional,YS2008,intentional,guilty,harm,0.6044,1
acceptable7,YS2008-FRAT-neutral,YS2008,neutral,innocent,no_harm,0.0931,1
acceptable7,YS2008-FUMIGATION-accidental,YS2008,accidental,innocent,harm,0.9615,1
acceptable7,YS2008-FUMIGATION-attempted,YS2008,attempted,guilty,no_harm,0.4916,1
acceptable7,YS2008-FUMIGATION-intentional,YS2008,intentional,guilty,harm,0.9524,1
acceptable7,YS2008-FUMIGATION-neutral,YS2008,neutral,innocent,no_harm,0.4729,1
acceptable7,YS2008-HAM-accidental,YS2008,accidental,innocent,harm,0.7799,1
acceptable7,YS2008-HAM-attempted,YS2008,attempted,guilty,no_harm,0.3429,1
acceptable7,YS2008-HAM-intentional,YS2008,intentional,guilty,harm,0.9815,1
acceptable7,YS2008-HAM-neutral,YS2008,neutral,innocent,no_harm,0.0262,1
acceptable7,YS2008-HARNESS-accidental,YS2008,accidental,innocent,harm,0.7949,1
acceptable7,YS2008-HARNESS-attempted,YS2008,attempted,guilty,no_harm,0.2666,1
acceptable7,YS2008-HARNESS-intentional,YS2008,intentional,guilty,harm,0.9643,1
acceptable7,YS2008-HARNESS-neutral,YS2008,neutral,innocent,no_harm,0.0384,1
acceptable7,YS2008-HUNT-accidental,YS2008,accidental,innocent,harm,0.7571,1
acceptable7,YS2008-HUNT-attempted,YS2008,attempted,guilty,no_harm,0.5723,1
acceptable7,YS2008-HUNT-intentional,YS2008,intentional,guilty,harm,0.8086,1
acceptable7,YS2008-HUNT-neutral,YS2008,neutral,innocent,no_harm,0.5718,1
acceptable7,YS2008-IGLOO-accidental,YS2008,accidental,innocent,harm,0.543,1
acceptable7,YS2008-IGLOO-attempted,YS2008,attempted,guilty,no_harm,0.3893,1
acceptable7,YS2008-IGLOO-intentional,YS2008,intentional,guilty,harm,0.2373,1
acceptable7,YS2008-IGLOO-neutral,YS2008,neutral,innocent,no_harm,0.1245,1
