template,story_id,source,condition,intent_label,outcome_label,mean_norm_blame,n
acceptable7,YS2008-ALARM-accidental,YS2008,accidental,innocent,harm,0.7495,1
acceptable7,YS2008-ALARM-attempted,YS2008,attempted,guilty,no_harm,0.0823,1
acceptable7,YS2008-ALARM-intentional,YS2008,intentional,guilty,harm,0.7784,1
acceptable7,YS2008-ALARM-neutral,YS2008,neutral,innocent,no_harm,0.0177,1
acceptable7,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,0.9999,1
acceptable7,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,0.9999,1
acceptable7,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,1.0,1
acceptable7,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,0.6044,1
acceptable7,YS2008-BAR-accidental,YS2008,accidental,innocent,harm,0.9991,1
acceptable7,YS2008-BAR-attempted,YS2008,attempted,guilty,no_harm,0.6425,1
acceptable7,YS2008-BAR-intentional,YS2008,intentional,guilty,harm,0.9978,1
acceptable7,YS2008-BAR-neutral,YS2008,neutral,innocent,no_harm,0.0521,1
acceptable7,YS2008-BIKE-accidental,YS2008,accidental,innocent,harm,0.9985,1
acceptable7,YS2008-BIKE-attempted,YS2008,attempted,guilty,no_harm,0.6407,1
acceptable7,YS2008-BIKE-intentional,YS2008,intentional,guilty,harm,0.9997,1
acceptable7,YS2008-BIKE-neutral,YS2008,neutral,innocent,no_harm,0.0006,1
acceptable7,YS2008-BOUNCY BALL-accidental,YS2008,accidental,innocent,harm,0.9983,1
acceptable7,YS2008-BOUNCY BALL-attempted,YS2008,attempted,guilty,no_harm,0.5744,1
acceptable7,YS2008-BOUNCY BALL-intentional,YS2008,intentional,guilty,harm,0.9913,1
acceptable7,YS2008-BOUNCY BALL-neutral,YS2008,neutral,innocent,no_harm,0.0001,1
acceptable7,YS2008-BRIDGE-accidental,YS2008,accidental,innocent,harm,0.9757,1
acceptable7,YS2008-BRIDGE-attempted,YS2008,attempted,guilty,no_harm,0.0216,1
acceptable7,YS2008-BRIDGE-intentional,YS2008,intentional,guilty,harm,0.9957,1
acceptable7,YS2008-BRIDGE-neutral,YS2008,neutral,innocent,no_harm,0.0013,1
acceptable7,YS2008-CAYO-accidental,YS2008,accidental,innocent,harm,0.9598,1
acceptable7,YS2008-CAYO-attempted,YS2008,attempted,guilty,no_harm,0.9201,1
acceptable7,YS2008-CAYO-intentional,YS2008,intentional,guilty,harm,0.9853,1
acceptable7,YS2008-CAYO-neutral,YS2008,neutral,innocent,no_harm,0.0091,1
acceptable7,YS2008-CHAIRLIFT-accidental,YS2008,accidental,innocent,harm,0.99,1
acceptable7,YS2008-CHAIRLIFT-attempted,YS2008,attempted,guilty,no_harm,0.0,1
acceptable7,YS2008-CHAIRLIFT-intentional,YS2008,intentional,guilty,harm,0.9744,1
acceptable7,YS2008-CHAIRLIFT-neutral,YS2008,neutral,innocent,no_harm,0.0,1
acceptable7,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,0.9998,1
acceptable7,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,0.0001,1
acceptable7,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,0.9999,1
acceptable7,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,0.0,1
acceptable7,YS2008-CPR-accidental,YS2008,accidental,innocent,harm,1.0,1
acceptable7,YS2008-CPR-attempted,YS2008,attempted,guilty,no_harm,0.0364,1
acceptable7,YS2008-CPR-intentional,YS2008,intentional,guilty,harm,1.0,1
acceptable7,YS2008-CPR-neutral,YS2008,neutral,innocent,no_harm,0.0006,1
acceptable7,YS2008-FRAT-accidental,YS2008,accidental,innocent,harm,0.9992,1
acceptable7,YS2008-FRAT-attempted,YS2008,attempted,guilty,no_harm,0.0821,1
acceptable7,YS2008-FRAT-intentional,YS2008,intentional,guilty,harm,0.9995,1
acceptable7,YS2008-FRAT-neutral,YS2008,neutral,innocent,no_harm,0.0,1
acceptable7,YS2008-FUMIGATION-accidental,YS2008,accidental,innocent,harm,0.9998,1
acceptable7,YS2008-FUMIGATION-attempted,YS2008,attempted,guilty,no_harm,0.4176,1
acceptable7,YS2008-FUMIGATION-intentional,YS2008,intentional,guilty,harm,0.9955,1
acceptable7,YS2008-FUMIGATION-neutral,YS2008,neutral,innocent,no_harm,0.2423,1
acceptable7,YS2008-HAM-accidental,YS2008,accidental,innocent,harm,0.9052,1
acceptable7,YS2008-HAM-attempted,YS2008,attempted,guilty,no_harm,0.0,1
acceptable7,YS2008-HAM-intentional,YS2008,intentional,guilty,harm,0.9694,1
acceptable7,YS2008-HAM-neutral,YS2008,neutral,innocent,no_harm,0.0,1
acceptable7,YS2008-HARNESS-accidental,YS2008,accidental,innocent,harm,0.9987,1
acceptable7,YS2008-HARNESS-attempted,YS2008,attempted,guilty,no_harm,0.0011,1
acceptable7,YS2008-HARNESS-intentional,YS2008,intentional,guilty,harm,0.9997,1
acceptable7,YS2008-HARNESS-neutral,YS2008,neutral,innocent,no_harm,0.0002,1
acceptable7,YS2008-HUNT-accidental,YS2008,accidental,innocent,harm,0.6876,1
acceptable7,YS2008-HUNT-attempted,YS2008,attempted,guilty,no_harm,0.6646,1
acceptable7,YS2008-HUNT-intentional,YS2008,intentional,guilty,harm,0.7003,1
acceptable7,YS2008-HUNT-neutral,YS2008,neutral,innocent,no_harm,0.585,1
acceptable7,YS2008-IGLOO-accidental,YS2008,accidental,innocent,harm,0.8625,1
acceptable7,YS2008-IGLOO-attempted,YS2008,attempted,guilty,no_harm,0.1882,1
acceptable7,YS2008-IGLOO-intentional,YS2008,intentional,guilty,harm,0.9964,1
acceptable7,YS2008-IGLOO-neutral,YS2008,neutral,innocent,no_harm,0.0,1
acceptable7,YS2008-IRON-accidental,YS2008,accidental,innocent,harm,0.9361,1
acceptable7,YS2008-IRON-attempted,YS2008,attempted,guilty,no_harm,0.0013,1
acceptable7,YS2008-IRON-intentional,YS2008,intentional,guilty,harm,0.9683,1
acceptable7,YS2008-IRON-neutral,YS2008,neutral,innocent,no_harm,0.0003,1
acceptable7,YS2008-JELLYFISH-accidental,YS2008,accidental,innocent,harm,0.972,1
acceptable7,YS2008-JELLYFISH-attempted,YS2008,attempted,guilty,no_harm,0.0454,1
acceptable7,YS2008-JELLYFISH-intentional,YS2008,intentional,guilty,harm,0.8662,1
acceptable7,YS2008-JELLYFISH-neutral,YS2008,neutral,innocent,no_harm,0.0001,1
acceptable7,YS2008-LAB-accidental,YS2008,accidental,innocent,harm,0.9985,1
acceptable7,YS2008-LAB-attempted,YS2008,attempted,guilty,no_harm,0.0016,1
acceptable7,YS2008-LAB-intentional,YS2008,intentional,guilty,harm,0.9932,1
acceptable7,YS2008-LAB-neutral,YS2008,neutral,innocent,no_harm,0.0012,1
acceptable7,YS2008-LAPTOP-accidental,YS2008,accidental,innocent,harm,1.0,1
acceptable7,YS2008-LAPTOP-attempted,YS2008,attempted,guilty,no_harm,0.8176,1
acceptable7,YS2008-LAPTOP-intentional,YS2008,intentional,guilty,harm,0.9851,1
acceptable7,YS2008-LAPTOP-neutral,YS2008,neutral,innocent,no_harm,0.626,1
acceptable7,YS2008-LATEX-accidental,YS2008,accidental,innocent,harm,1.0,1
acceptable7,YS2008-LATEX-attempted,YS2008,attempted,guilty,no_harm,0.9266,1
acceptable7,YS2008-LATEX-intentional,YS2008,intentional,guilty,harm,1.0,1
acceptable7,YS2008-LATEX-neutral,YS2008,neutral,innocent,no_harm,0.0,1
acceptable7,YS2008-LOGAN AIRPORT-accidental,YS2008,accidental,innocent,harm,0.7396,1
acceptable7,YS2008-LOGAN AIRPORT-attempted,YS2008,attempted,guilty,no_harm,0.3645,1
acceptable7,YS2008-LOGAN AIRPORT-intentional,YS2008,intentional,guilty,harm,0.75,1
