model,template,sample,story_id,source,condition,intent_label,outcome_label,raw_rating,norm_rating
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,1.7051,0.3526
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,2.089,0.5445
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,2.0549,0.5275
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,2.0866,0.5433
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-LAB-neutral,YS2008,neutral,innocent,no_harm,1.9058,0.4529
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-LAB-accidental,YS2008,accidental,innocent,harm,2.0419,0.5209
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-LAB-attempted,YS2008,attempted,guilty,no_harm,1.8992,0.4496
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-LAB-intentional,YS2008,intentional,guilty,harm,2.014,0.507
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-JELLYFISH-neutral,YS2008,neutral,innocent,no_harm,1.9206,0.4603
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-JELLYFISH-accidental,YS2008,accidental,innocent,harm,2.1042,0.5521
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-JELLYFISH-attempted,YS2008,attempted,guilty,no_harm,1.9677,0.4838
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-JELLYFISH-intentional,YS2008,intentional,guilty,harm,2.1285,0.5643
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-BRIDGE-neutral,YS2008,neutral,innocent,no_harm,1.7399,0.3699
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-BRIDGE-accidental,YS2008,accidental,innocent,harm,1.9413,0.4706
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-BRIDGE-attempted,YS2008,attempted,guilty,no_harm,1.8868,0.4434
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-BRIDGE-intentional,YS2008,intentional,guilty,harm,1.9846,0.4923
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-POOL-neutral,YS2008,neutral,innocent,no_harm,1.7901,0.395
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-POOL-accidental,YS2008,accidental,innocent,harm,1.8976,0.4488
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-POOL-attempted,YS2008,attempted,guilty,no_harm,1.8165,0.4082
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-POOL-intentional,YS2008,intentional,guilty,harm,1.9086,0.4543
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-MUSHROOMS-neutral,YS2008,neutral,innocent,no_harm,1.7391,0.3696
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-MUSHROOMS-accidental,YS2008,accidental,innocent,harm,2.0103,0.5051
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-MUSHROOMS-attempted,YS2008,attempted,guilty,no_harm,1.9124,0.4562
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-MUSHROOMS-intentional,YS2008,intentional,guilty,harm,1.9897,0.4949
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-LATEX-neutral,YS2008,neutral,innocent,no_harm,1.609,0.3045
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-LATEX-accidental,YS2008,accidental,innocent,harm,2.2069,0.6035
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-LATEX-attempted,YS2008,attempted,guilty,no_harm,1.9856,0.4928
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-LATEX-intentional,YS2008,intentional,guilty,harm,2.0975,0.5487
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-MOTORBOAT-neutral,YS2008,neutral,innocent,no_harm,1.911,0.4555
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-MOTORBOAT-accidental,YS2008,accidental,innocent,harm,2.0866,0.5433
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-MOTORBOAT-attempted,YS2008,attempted,guilty,no_harm,2.0,0.5
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-MOTORBOAT-intentional,YS2008,intentional,guilty,harm,2.1209,0.5604
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,1.8254,0.4127
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,1.9552,0.4776
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,1.7969,0.3985
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,1.726,0.363
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-VITAMIN-neutral,YS2008,neutral,innocent,no_harm,1.8038,0.4019
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-VITAMIN-accidental,YS2008,accidental,innocent,harm,2.0265,0.5132
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-VITAMIN-attempted,YS2008,attempted,guilty,no_harm,1.9735,0.4868
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-VITAMIN-intentional,YS2008,intentional,guilty,harm,2.0587,0.5294
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-SESAME-neutral,YS2008,neutral,innocent,no_harm,1.7232,0.3616
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-SESAME-accidental,YS2008,accidental,innocent,harm,1.9465,0.4733
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-SESAME-attempted,YS2008,attempted,guilty,no_harm,1.8578,0.4289
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-SESAME-intentional,YS2008,intentional,guilty,harm,2.0,0.5
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-BIKE-neutral,YS2008,neutral,innocent,no_harm,2.0274,0.5137
Qwen/Qwen2.5-7B,human_verbatim,0,YS2008-BIKE-accidental,YS2008,accidental,innocent,harm,2.1319,0.5659
