layer,target,cv_acc,chance,degenerate
0,intent,0.5,0.5,True
0,outcome,0.5,0.5,True
1,intent,0.4775,0.5,False
1,outcome,0.5025,0.5,False
2,intent,0.6475,0.5,False
2,outcome,0.6175,0.5,False
3,intent,0.4525,0.5,False
3,outcome,0.5225,0.5,False
4,intent,0.66,0.5,False
4,outcome,0.5825,0.5,False
5,intent,0.6575,0.5,False
5,outcome,0.6225,0.5,False
6,intent,0.805,0.5,False
6,outcome,0.665,0.5,False
7,intent,0.905,0.5,False
7,outcome,0.6475,0.5,False
8,intent,0.895,0.5,False
8,outcome,0.715,0.5,False
9,intent,0.94,0.5,False
9,outcome,0.705,0.5,False
10,intent,0.96,0.5,False
10,outcome,0.735,0.5,False
11,intent,0.97,0.5,False
11,outcome,0.7175,0.5,False
12,intent,0.9425,0.5,False
12,outcome,0.805,0.5,False
13,intent,0.935,0.5,False
13,outcome,0.8275,0.5,False
14,intent,0.98,0.5,False
14,outcome,0.825,0.5,False
15,intent,0.935,0.5,False
15,outcome,0.805,0.5,False
16,intent,0.9775,0.5,False
16,outcome,0.8025,0.5,False
17,intent,0.9875,0.5,False
17,outcome,0.79,0.5,False
18,intent,0.9875,0.5,False
18,outcome,0.7725,0.5,False
19,intent,0.9775,0.5,False
19,outcome,0.7775,0.5,False
20,intent,0.9775,0.5,False
20,outcome,0.735,0.5,False
21,intent,0.9675,0.5,False
21,outcome,0.7025,0.5,False
22,intent,0.9675,0.5,False
22,outcome,0.7025,0.5,False
23,intent,0.9475,0.5,False
23,outcome,0.71,0.5,False
24,intent,0.9575,0.5,False
24,outcome,0.745,0.5,False
25,intent,0.9675,0.5,False
25,outcome,0.7125,0.5,False
26,intent,0.9475,0.5,False
26,outcome,0.7225,0.5,False
27,intent,0.9475,0.5,False
27,outcome,0.7325,0.5,False
28,intent,0.96,0.5,False
28,outcome,0.7325,0.5,False
29,intent,0.9375,0.5,False
29,outcome,0.7325,0.5,False
30,intent,0.96,0.5,False
30,outcome,0.71,0.5,False
31,intent,0.95,0.5,False
31,outcome,0.7,0.5,False
32,intent,0.96,0.5,False
32,outcome,0.7425,0.5,False
