model,template,sample,story_id,source,condition,intent_label,outcome_label,raw_rating,norm_rating
unsloth/gemma-2-9b,human_verbatim,0,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,1.2102,0.1051
unsloth/gemma-2-9b,human_verbatim,0,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,1.2234,0.1117
unsloth/gemma-2-9b,human_verbatim,0,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,1.2015,0.1007
unsloth/gemma-2-9b,human_verbatim,0,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,1.2535,0.1268
unsloth/gemma-2-9b,human_verbatim,0,YS2008-LAB-neutral,YS2008,neutral,innocent,no_harm,1.2102,0.1051
unsloth/gemma-2-9b,human_verbatim,0,YS2008-LAB-accidental,YS2008,accidental,innocent,harm,1.2471,0.1236
unsloth/gemma-2-9b,human_verbatim,0,YS2008-LAB-attempted,YS2008,attempted,guilty,no_harm,1.2102,0.1051
unsloth/gemma-2-9b,human_verbatim,0,YS2008-LAB-intentional,YS2008,intentional,guilty,harm,1.2234,0.1117
unsloth/gemma-2-9b,human_verbatim,0,YS2008-JELLYFISH-neutral,YS2008,neutral,innocent,no_harm,1.2891,0.1446
unsloth/gemma-2-9b,human_verbatim,0,YS2008-JELLYFISH-accidental,YS2008,accidental,innocent,harm,1.3068,0.1534
unsloth/gemma-2-9b,human_verbatim,0,YS2008-JELLYFISH-attempted,YS2008,attempted,guilty,no_harm,1.2891,0.1446
unsloth/gemma-2-9b,human_verbatim,0,YS2008-JELLYFISH-intentional,YS2008,intentional,guilty,harm,1.3068,0.1534
unsloth/gemma-2-9b,human_verbatim,0,YS2008-BRIDGE-neutral,YS2008,neutral,innocent,no_harm,1.233,0.1165
unsloth/gemma-2-9b,human_verbatim,0,YS2008-BRIDGE-accidental,YS2008,accidental,innocent,harm,1.2891,0.1446
unsloth/gemma-2-9b,human_verbatim,0,YS2008-BRIDGE-attempted,YS2008,attempted,guilty,no_harm,1.2841,0.142
unsloth/gemma-2-9b,human_verbatim,0,YS2008-BRIDGE-intentional,YS2008,intentional,guilty,harm,1.3001,0.1501
unsloth/gemma-2-9b,human_verbatim,0,YS2008-POOL-neutral,YS2008,neutral,innocent,no_harm,1.2727,0.1364
unsloth/gemma-2-9b,human_verbatim,0,YS2008-POOL-accidental,YS2008,accidental,innocent,harm,1.3001,0.1501
unsloth/gemma-2-9b,human_verbatim,0,YS2008-POOL-attempted,YS2008,attempted,guilty,no_harm,1.3124,0.1562
unsloth/gemma-2-9b,human_verbatim,0,YS2008-POOL-intentional,YS2008,intentional,guilty,harm,1.3001,0.1501
unsloth/gemma-2-9b,human_verbatim,0,YS2008-MUSHROOMS-neutral,YS2008,neutral,innocent,no_harm,1.3001,0.1501
unsloth/gemma-2-9b,human_verbatim,0,YS2008-MUSHROOMS-accidental,YS2008,accidental,innocent,harm,1.2793,0.1396
unsloth/gemma-2-9b,human_verbatim,0,YS2008-MUSHROOMS-attempted,YS2008,attempted,guilty,no_harm,1.3174,0.1587
unsloth/gemma-2-9b,human_verbatim,0,YS2008-MUSHROOMS-intentional,YS2008,intentional,guilty,harm,1.2793,0.1396
unsloth/gemma-2-9b,human_verbatim,0,YS2008-LATEX-neutral,YS2008,neutral,innocent,no_harm,1.2295,0.1148
unsloth/gemma-2-9b,human_verbatim,0,YS2008-LATEX-accidental,YS2008,accidental,innocent,harm,1.2705,0.1353
unsloth/gemma-2-9b,human_verbatim,0,YS2008-LATEX-attempted,YS2008,attempted,guilty,no_harm,1.2295,0.1148
unsloth/gemma-2-9b,human_verbatim,0,YS2008-LATEX-intentional,YS2008,intentional,guilty,harm,1.2793,0.1396
unsloth/gemma-2-9b,human_verbatim,0,YS2008-MOTORBOAT-neutral,YS2008,neutral,innocent,no_harm,1.1893,0.0946
unsloth/gemma-2-9b,human_verbatim,0,YS2008-MOTORBOAT-accidental,YS2008,accidental,innocent,harm,1.2234,0.1117
unsloth/gemma-2-9b,human_verbatim,0,YS2008-MOTORBOAT-attempted,YS2008,attempted,guilty,no_harm,1.233,0.1165
unsloth/gemma-2-9b,human_verbatim,0,YS2008-MOTORBOAT-intentional,YS2008,intentional,guilty,harm,1.2576,0.1288
unsloth/gemma-2-9b,human_verbatim,0,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,1.2727,0.1364
unsloth/gemma-2-9b,human_verbatim,0,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,1.3001,0.1501
unsloth/gemma-2-9b,human_verbatim,0,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,1.2891,0.1446
unsloth/gemma-2-9b,human_verbatim,0,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,1.2891,0.1446
unsloth/gemma-2-9b,human_verbatim,0,YS2008-VITAMIN-neutral,YS2008,neutral,innocent,no_harm,1.2535,0.1268
unsloth/gemma-2-9b,human_verbatim,0,YS2008-VITAMIN-accidental,YS2008,accidental,innocent,harm,1.2705,0.1353
unsloth/gemma-2-9b,human_verbatim,0,YS2008-VITAMIN-attempted,YS2008,attempted,guilty,no_harm,1.2891,0.1446
unsloth/gemma-2-9b,human_verbatim,0,YS2008-VITAMIN-intentional,YS2008,intentional,guilty,harm,1.2889,0.1445
unsloth/gemma-2-9b,human_verbatim,0,YS2008-SESAME-neutral,YS2008,neutral,innocent,no_harm,1.2727,0.1364
unsloth/gemma-2-9b,human_verbatim,0,YS2008-SESAME-accidental,YS2008,accidental,innocent,harm,1.2626,0.1313
unsloth/gemma-2-9b,human_verbatim,0,YS2008-SESAME-attempted,YS2008,attempted,guilty,no_harm,1.2727,0.1364
unsloth/gemma-2-9b,human_verbatim,0,YS2008-SESAME-intentional,YS2008,intentional,guilty,harm,1.2535,0.1268
unsloth/gemma-2-9b,human_verbatim,0,YS2008-BIKE-neutral,YS2008,neutral,innocent,no_harm,1.2626,0.1313
unsloth/gemma-2-9b,human_verbatim,0,YS2008-BIKE-accidental,YS2008,accidental,innocent,harm,1.2378,0.1189
unsloth/gemma-2-9b,human_verbatim,0,YS2008-BIKE-attempted,YS2008,attempted,guilty,no_harm,1.2378,0.1189
unsloth/gemma-2-9b,human_verbatim,0,YS2008-BIKE-intentional,YS2008,intentional,guilty,harm,1.2378,0.1189
unsloth/gemma-2-9b,human_verbatim,0,YS2008-IRON-neutral,YS2008,neutral,innocent,no_harm,1.233,0.1165
unsloth/gemma-2-9b,human_verbatim,0,YS2008-IRON-accidental,YS2008,accidental,innocent,harm,1.2793,0.1396
unsloth/gemma-2-9b,human_verbatim,0,YS2008-IRON-attempted,YS2008,attempted,guilty,no_harm,1.2471,0.1236
unsloth/gemma-2-9b,human_verbatim,0,YS2008-IRON-intentional,YS2008,intentional,guilty,harm,1.3068,0.1534
unsloth/gemma-2-9b,human_verbatim,0,YS2008-MEATLOAF-neutral,YS2008,neutral,innocent,no_harm,1.2841,0.142
unsloth/gemma-2-9b,human_verbatim,0,YS2008-MEATLOAF-accidental,YS2008,accidental,innocent,harm,1.3174,0.1587
unsloth/gemma-2-9b,human_verbatim,0,YS2008-MEATLOAF-attempted,YS2008,attempted,guilty,no_harm,1.2841,0.142
unsloth/gemma-2-9b,human_verbatim,0,YS2008-MEATLOAF-intentional,YS2008,intentional,guilty,harm,1.2891,0.1446
unsloth/gemma-2-9b,human_verbatim,0,YS2008-RIVER-neutral,YS2008,neutral,innocent,no_harm,1.22,0.11
unsloth/gemma-2-9b,human_verbatim,0,YS2008-RIVER-accidental,YS2008,accidental,innocent,harm,1.2727,0.1364
unsloth/gemma-2-9b,human_verbatim,0,YS2008-RIVER-attempted,YS2008,attempted,guilty,no_harm,1.2102,0.1051
unsloth/gemma-2-9b,human_verbatim,0,YS2008-RIVER-intentional,YS2008,intentional,guilty,harm,1.2626,0.1313
unsloth/gemma-2-9b,human_verbatim,0,YS2008-LOGAN AIRPORT-neutral,YS2008,neutral,innocent,no_harm,1.2705,0.1353
unsloth/gemma-2-9b,human_verbatim,0,YS2008-LOGAN AIRPORT-accidental,YS2008,accidental,innocent,harm,1.2535,0.1268
unsloth/gemma-2-9b,human_verbatim,0,YS2008-LOGAN AIRPORT-attempted,YS2008,attempted,guilty,no_harm,1.2793,0.1396
unsloth/gemma-2-9b,human_verbatim,0,YS2008-LOGAN AIRPORT-intentional,YS2008,intentional,guilty,harm,1.2627,0.1314
