model,template,sample,story_id,source,condition,intent_label,outcome_label,raw_rating,norm_rating
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,1.8162,0.4081
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,2.9722,0.9861
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,1.4002,0.2001
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,2.9819,0.991
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-LAB-neutral,YS2008,neutral,innocent,no_harm,1.0019,0.001
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-LAB-accidental,YS2008,accidental,innocent,harm,2.7604,0.8802
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-LAB-attempted,YS2008,attempted,guilty,no_harm,1.4401,0.2201
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-LAB-intentional,YS2008,intentional,guilty,harm,2.684,0.842
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-JELLYFISH-neutral,YS2008,neutral,innocent,no_harm,1.0177,0.0088
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-JELLYFISH-accidental,YS2008,accidental,innocent,harm,2.7625,0.8812
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-JELLYFISH-attempted,YS2008,attempted,guilty,no_harm,1.6781,0.339
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-JELLYFISH-intentional,YS2008,intentional,guilty,harm,2.5088,0.7544
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-BRIDGE-neutral,YS2008,neutral,innocent,no_harm,1.0536,0.0268
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-BRIDGE-accidental,YS2008,accidental,innocent,harm,2.3224,0.6612
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-BRIDGE-attempted,YS2008,attempted,guilty,no_harm,1.3902,0.1951
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-BRIDGE-intentional,YS2008,intentional,guilty,harm,2.5455,0.7727
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-POOL-neutral,YS2008,neutral,innocent,no_harm,1.0922,0.0461
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-POOL-accidental,YS2008,accidental,innocent,harm,2.2088,0.6044
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-POOL-attempted,YS2008,attempted,guilty,no_harm,1.9054,0.4527
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-POOL-intentional,YS2008,intentional,guilty,harm,2.1159,0.5579
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-MUSHROOMS-neutral,YS2008,neutral,innocent,no_harm,1.0627,0.0314
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-MUSHROOMS-accidental,YS2008,accidental,innocent,harm,2.4066,0.7033
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-MUSHROOMS-attempted,YS2008,attempted,guilty,no_harm,2.2905,0.6453
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-MUSHROOMS-intentional,YS2008,intentional,guilty,harm,2.4639,0.7319
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-LATEX-neutral,YS2008,neutral,innocent,no_harm,1.0078,0.0039
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-LATEX-accidental,YS2008,accidental,innocent,harm,2.562,0.781
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-LATEX-attempted,YS2008,attempted,guilty,no_harm,2.0587,0.5294
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-LATEX-intentional,YS2008,intentional,guilty,harm,2.6821,0.841
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-MOTORBOAT-neutral,YS2008,neutral,innocent,no_harm,1.6743,0.3372
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-MOTORBOAT-accidental,YS2008,accidental,innocent,harm,1.8822,0.4411
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-MOTORBOAT-attempted,YS2008,attempted,guilty,no_harm,1.8322,0.4161
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-MOTORBOAT-intentional,YS2008,intentional,guilty,harm,1.694,0.347
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,1.6699,0.335
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,1.9706,0.4853
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,1.9772,0.4886
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,1.7495,0.3748
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-VITAMIN-neutral,YS2008,neutral,innocent,no_harm,1.0235,0.0118
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-VITAMIN-accidental,YS2008,accidental,innocent,harm,2.6865,0.8433
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-VITAMIN-attempted,YS2008,attempted,guilty,no_harm,1.6798,0.3399
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-VITAMIN-intentional,YS2008,intentional,guilty,harm,2.6538,0.8269
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-SESAME-neutral,YS2008,neutral,innocent,no_harm,1.3408,0.1704
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-SESAME-accidental,YS2008,accidental,innocent,harm,2.5419,0.7709
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-SESAME-attempted,YS2008,attempted,guilty,no_harm,1.2474,0.1237
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-SESAME-intentional,YS2008,intentional,guilty,harm,2.7641,0.8821
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-BIKE-neutral,YS2008,neutral,innocent,no_harm,1.0707,0.0353
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-BIKE-accidental,YS2008,accidental,innocent,harm,2.391,0.6955
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-BIKE-attempted,YS2008,attempted,guilty,no_harm,1.8816,0.4408
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-BIKE-intentional,YS2008,intentional,guilty,harm,2.3211,0.6606
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-IRON-neutral,YS2008,neutral,innocent,no_harm,1.5599,0.28
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-IRON-accidental,YS2008,accidental,innocent,harm,1.4325,0.2162
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-IRON-attempted,YS2008,attempted,guilty,no_harm,1.362,0.181
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-IRON-intentional,YS2008,intentional,guilty,harm,1.3657,0.1829
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-MEATLOAF-neutral,YS2008,neutral,innocent,no_harm,1.5582,0.2791
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-MEATLOAF-accidental,YS2008,accidental,innocent,harm,2.8989,0.9495
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-MEATLOAF-attempted,YS2008,attempted,guilty,no_harm,1.8976,0.4488
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-MEATLOAF-intentional,YS2008,intentional,guilty,harm,2.8283,0.9142
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-RIVER-neutral,YS2008,neutral,innocent,no_harm,1.0781,0.039
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-RIVER-accidental,YS2008,accidental,innocent,harm,1.9638,0.4819
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-RIVER-attempted,YS2008,attempted,guilty,no_harm,1.4749,0.2375
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-RIVER-intentional,YS2008,intentional,guilty,harm,2.0424,0.5212
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-LOGAN AIRPORT-neutral,YS2008,neutral,innocent,no_harm,1.0081,0.0041
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-LOGAN AIRPORT-accidental,YS2008,accidental,innocent,harm,2.1508,0.5754
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-LOGAN AIRPORT-attempted,YS2008,attempted,guilty,no_harm,1.7893,0.3947
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-LOGAN AIRPORT-intentional,YS2008,intentional,guilty,harm,2.2274,0.6137
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-TRACKS-neutral,YS2008,neutral,innocent,no_harm,2.0668,0.5334
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-TRACKS-accidental,YS2008,accidental,innocent,harm,2.4343,0.7172
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-TRACKS-attempted,YS2008,attempted,guilty,no_harm,2.0,0.5
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-TRACKS-intentional,YS2008,intentional,guilty,harm,2.2851,0.6425
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-HARNESS-neutral,YS2008,neutral,innocent,no_harm,1.0852,0.0426
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-HARNESS-accidental,YS2008,accidental,innocent,harm,2.7873,0.8936
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-HARNESS-attempted,YS2008,attempted,guilty,no_harm,1.4836,0.2418
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-HARNESS-intentional,YS2008,intentional,guilty,harm,2.7724,0.8862
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-IGLOO-neutral,YS2008,neutral,innocent,no_harm,1.086,0.043
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-IGLOO-accidental,YS2008,accidental,innocent,harm,2.5588,0.7794
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-IGLOO-attempted,YS2008,attempted,guilty,no_harm,1.9704,0.4852
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-IGLOO-intentional,YS2008,intentional,guilty,harm,2.2487,0.6244
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-HAM-neutral,YS2008,neutral,innocent,no_harm,1.0351,0.0175
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-HAM-accidental,YS2008,accidental,innocent,harm,2.5268,0.7634
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-HAM-attempted,YS2008,attempted,guilty,no_harm,1.7483,0.3741
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-HAM-intentional,YS2008,intentional,guilty,harm,2.3088,0.6544
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-POPCORN-neutral,YS2008,neutral,innocent,no_harm,1.3902,0.1951
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-POPCORN-accidental,YS2008,accidental,innocent,harm,2.0937,0.5468
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-POPCORN-attempted,YS2008,attempted,guilty,no_harm,1.5145,0.2573
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-POPCORN-intentional,YS2008,intentional,guilty,harm,1.6894,0.3447
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-VET-neutral,YS2008,neutral,innocent,no_harm,1.1205,0.0603
allenai/OLMo-2-1124-7B-Instruct,human_verbatim,0,YS2008-VET-accidental,YS2008,accidental,innocent,harm,2.9156,0.9578
