template,story_id,source,condition,intent_label,outcome_label,mean_norm_blame,n
acceptable7,YS2008-ALARM-accidental,YS2008,accidental,innocent,harm,0.7219,1
acceptable7,YS2008-ALARM-attempted,YS2008,attempted,guilty,no_harm,0.4296,1
acceptable7,YS2008-ALARM-intentional,YS2008,intentional,guilty,harm,0.6533,1
acceptable7,YS2008-ALARM-neutral,YS2008,neutral,innocent,no_harm,0.3592,1
acceptable7,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,0.9621,1
acceptable7,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,0.5265,1
acceptable7,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,0.8122,1
acceptable7,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,0.406,1
acceptable7,YS2008-BAR-accidental,YS2008,accidental,innocent,harm,0.6822,1
acceptable7,YS2008-BAR-attempted,YS2008,attempted,guilty,no_harm,0.4421,1
acceptable7,YS2008-BAR-intentional,YS2008,intentional,guilty,harm,0.6419,1
acceptable7,YS2008-BAR-neutral,YS2008,neutral,innocent,no_harm,0.2826,1
acceptable7,YS2008-BIKE-accidental,YS2008,accidental,innocent,harm,0.9179,1
acceptable7,YS2008-BIKE-attempted,YS2008,attempted,guilty,no_harm,0.4701,1
acceptable7,YS2008-BIKE-intentional,YS2008,intentional,guilty,harm,0.9778,1
acceptable7,YS2008-BIKE-neutral,YS2008,neutral,innocent,no_harm,0.1748,1
acceptable7,YS2008-BOUNCY BALL-accidental,YS2008,accidental,innocent,harm,0.9308,1
acceptable7,YS2008-BOUNCY BALL-attempted,YS2008,attempted,guilty,no_harm,0.411,1
acceptable7,YS2008-BOUNCY BALL-intentional,YS2008,intentional,guilty,harm,0.9725,1
acceptable7,YS2008-BOUNCY BALL-neutral,YS2008,neutral,innocent,no_harm,0.3174,1
acceptable7,YS2008-BRIDGE-accidental,YS2008,accidental,innocent,harm,0.88,1
acceptable7,YS2008-BRIDGE-attempted,YS2008,attempted,guilty,no_harm,0.4268,1
acceptable7,YS2008-BRIDGE-intentional,YS2008,intentional,guilty,harm,0.9128,1
acceptable7,YS2008-BRIDGE-neutral,YS2008,neutral,innocent,no_harm,0.2671,1
acceptable7,YS2008-CAYO-accidental,YS2008,accidental,innocent,harm,0.7676,1
acceptable7,YS2008-CAYO-attempted,YS2008,attempted,guilty,no_harm,0.51,1
acceptable7,YS2008-CAYO-intentional,YS2008,intentional,guilty,harm,0.7873,1
acceptable7,YS2008-CAYO-neutral,YS2008,neutral,innocent,no_harm,0.481,1
acceptable7,YS2008-CHAIRLIFT-accidental,YS2008,accidental,innocent,harm,0.9118,1
acceptable7,YS2008-CHAIRLIFT-attempted,YS2008,attempted,guilty,no_harm,0.2057,1
