template,story_id,source,condition,intent_label,outcome_label,mean_norm_blame,n
acceptable7,YS2008-ALARM-accidental,YS2008,accidental,innocent,harm,0.2051,1
acceptable7,YS2008-ALARM-attempted,YS2008,attempted,guilty,no_harm,0.234,1
acceptable7,YS2008-ALARM-intentional,YS2008,intentional,guilty,harm,0.2256,1
acceptable7,YS2008-ALARM-neutral,YS2008,neutral,innocent,no_harm,0.2055,1
acceptable7,YS2008-ASTHMA-accidental,YS2008,accidental,innocent,harm,0.2564,1
acceptable7,YS2008-ASTHMA-attempted,YS2008,attempted,guilty,no_harm,0.2347,1
acceptable7,YS2008-ASTHMA-intentional,YS2008,intentional,guilty,harm,0.3021,1
acceptable7,YS2008-ASTHMA-neutral,YS2008,neutral,innocent,no_harm,0.2101,1
acceptable7,YS2008-BAR-accidental,YS2008,accidental,innocent,harm,0.2273,1
acceptable7,YS2008-BAR-attempted,YS2008,attempted,guilty,no_harm,0.249,1
acceptable7,YS2008-BAR-intentional,YS2008,intentional,guilty,harm,0.2519,1
acceptable7,YS2008-BAR-neutral,YS2008,neutral,innocent,no_harm,0.2321,1
acceptable7,YS2008-BIKE-accidental,YS2008,accidental,innocent,harm,0.1513,1
acceptable7,YS2008-BIKE-attempted,YS2008,attempted,guilty,no_harm,0.1698,1
acceptable7,YS2008-BIKE-intentional,YS2008,intentional,guilty,harm,0.1592,1
acceptable7,YS2008-BIKE-neutral,YS2008,neutral,innocent,no_harm,0.1707,1
acceptable7,YS2008-BOUNCY BALL-accidental,YS2008,accidental,innocent,harm,0.169,1
acceptable7,YS2008-BOUNCY BALL-attempted,YS2008,attempted,guilty,no_harm,0.1589,1
acceptable7,YS2008-BOUNCY BALL-intentional,YS2008,intentional,guilty,harm,0.1872,1
acceptable7,YS2008-BOUNCY BALL-neutral,YS2008,neutral,innocent,no_harm,0.138,1
acceptable7,YS2008-BRIDGE-accidental,YS2008,accidental,innocent,harm,0.1953,1
acceptable7,YS2008-BRIDGE-attempted,YS2008,attempted,guilty,no_harm,0.2074,1
acceptable7,YS2008-BRIDGE-intentional,YS2008,intentional,guilty,harm,0.1995,1
acceptable7,YS2008-BRIDGE-neutral,YS2008,neutral,innocent,no_harm,0.2225,1
acceptable7,YS2008-CAYO-accidental,YS2008,accidental,innocent,harm,0.3517,1
acceptable7,YS2008-CAYO-attempted,YS2008,attempted,guilty,no_harm,0.3034,1
acceptable7,YS2008-CAYO-intentional,YS2008,intentional,guilty,harm,0.3713,1
acceptable7,YS2008-CAYO-neutral,YS2008,neutral,innocent,no_harm,0.3027,1
acceptable7,YS2008-CHAIRLIFT-accidental,YS2008,accidental,innocent,harm,0.1451,1
acceptable7,YS2008-CHAIRLIFT-attempted,YS2008,attempted,guilty,no_harm,0.1802,1
acceptable7,YS2008-CHAIRLIFT-intentional,YS2008,intentional,guilty,harm,0.1864,1
acceptable7,YS2008-CHAIRLIFT-neutral,YS2008,neutral,innocent,no_harm,0.1711,1
acceptable7,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,0.3244,1
acceptable7,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,0.236,1
acceptable7,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,0.3052,1
acceptable7,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,0.2179,1
acceptable7,YS2008-CPR-accidental,YS2008,accidental,innocent,harm,0.2092,1
acceptable7,YS2008-CPR-attempted,YS2008,attempted,guilty,no_harm,0.1787,1
acceptable7,YS2008-CPR-intentional,YS2008,intentional,guilty,harm,0.2439,1
acceptable7,YS2008-CPR-neutral,YS2008,neutral,innocent,no_harm,0.1934,1
acceptable7,YS2008-FRAT-accidental,YS2008,accidental,innocent,harm,0.2477,1
acceptable7,YS2008-FRAT-attempted,YS2008,attempted,guilty,no_harm,0.241,1
acceptable7,YS2008-FRAT-intentional,YS2008,intentional,guilty,harm,0.2032,1
acceptable7,YS2008-FRAT-neutral,YS2008,neutral,innocent,no_harm,0.2788,1
acceptable7,YS2008-FUMIGATION-accidental,YS2008,accidental,innocent,harm,0.2009,1
acceptable7,YS2008-FUMIGATION-attempted,YS2008,attempted,guilty,no_harm,0.2503,1
acceptable7,YS2008-FUMIGATION-intentional,YS2008,intentional,guilty,harm,0.1906,1
acceptable7,YS2008-FUMIGATION-neutral,YS2008,neutral,innocent,no_harm,0.2237,1
acceptable7,YS2008-HAM-accidental,YS2008,accidental,innocent,harm,0.2623,1
acceptable7,YS2008-HAM-attempted,YS2008,attempted,guilty,no_harm,0.2723,1
acceptable7,YS2008-HAM-intentional,YS2008,intentional,guilty,harm,0.2646,1
acceptable7,YS2008-HAM-neutral,YS2008,neutral,innocent,no_harm,0.2707,1
acceptable7,YS2008-HARNESS-accidental,YS2008,accidental,innocent,harm,0.2385,1
acceptable7,YS2008-HARNESS-attempted,YS2008,attempted,guilty,no_harm,0.2126,1
acceptable7,YS2008-HARNESS-intentional,YS2008,intentional,guilty,harm,0.2516,1
acceptable7,YS2008-HARNESS-neutral,YS2008,neutral,innocent,no_harm,0.2177,1
acceptable7,YS2008-HUNT-accidental,YS2008,accidental,innocent,harm,0.1539,1
acceptable7,YS2008-HUNT-attempted,YS2008,attempted,guilty,no_harm,0.2066,1
acceptable7,YS2008-HUNT-intentional,YS2008,intentional,guilty,harm,0.1606,1
acceptable7,YS2008-HUNT-neutral,YS2008,neutral,innocent,no_harm,0.1716,1
acceptable7,YS2008-IGLOO-accidental,YS2008,accidental,innocent,harm,0.1913,1
acceptable7,YS2008-IGLOO-attempted,YS2008,attempted,guilty,no_harm,0.1783,1
acceptable7,YS2008-IGLOO-intentional,YS2008,intentional,guilty,harm,0.1892,1
acceptable7,YS2008-IGLOO-neutral,YS2008,neutral,innocent,no_harm,0.1844,1
acceptable7,YS2008-IRON-accidental,YS2008,accidental,innocent,harm,0.2814,1
acceptable7,YS2008-IRON-attempted,YS2008,attempted,guilty,no_harm,0.1942,1
acceptable7,YS2008-IRON-intentional,YS2008,intentional,guilty,harm,0.2831,1
acceptable7,YS2008-IRON-neutral,YS2008,neutral,innocent,no_harm,0.2041,1
acceptable7,YS2008-JELLYFISH-accidental,YS2008,accidental,innocent,harm,0.2825,1
acceptable7,YS2008-JELLYFISH-attempted,YS2008,attempted,guilty,no_harm,0.2722,1
