model,template,sample,story_id,source,condition,intent_label,outcome_label,raw_rating,norm_rating
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-COFFEE-neutral,YS2008,neutral,innocent,no_harm,1.0006,0.0003
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-COFFEE-accidental,YS2008,accidental,innocent,harm,2.8808,0.9404
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-COFFEE-attempted,YS2008,attempted,guilty,no_harm,2.0003,0.5002
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-COFFEE-intentional,YS2008,intentional,guilty,harm,2.9988,0.9994
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-LAB-neutral,YS2008,neutral,innocent,no_harm,1.0002,0.0001
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-LAB-accidental,YS2008,accidental,innocent,harm,2.0953,0.5477
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-LAB-attempted,YS2008,attempted,guilty,no_harm,2.0001,0.5001
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-LAB-intentional,YS2008,intentional,guilty,harm,2.9988,0.9994
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-JELLYFISH-neutral,YS2008,neutral,innocent,no_harm,1.0,0.0
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-JELLYFISH-accidental,YS2008,accidental,innocent,harm,2.0004,0.5002
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-JELLYFISH-attempted,YS2008,attempted,guilty,no_harm,2.0,0.5
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-JELLYFISH-intentional,YS2008,intentional,guilty,harm,2.0041,0.502
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-BRIDGE-neutral,YS2008,neutral,innocent,no_harm,1.9995,0.4997
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-BRIDGE-accidental,YS2008,accidental,innocent,harm,2.4378,0.7189
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-BRIDGE-attempted,YS2008,attempted,guilty,no_harm,2.0003,0.5002
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-BRIDGE-intentional,YS2008,intentional,guilty,harm,2.3208,0.6604
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-POOL-neutral,YS2008,neutral,innocent,no_harm,1.0041,0.002
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-POOL-accidental,YS2008,accidental,innocent,harm,2.018,0.509
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-POOL-attempted,YS2008,attempted,guilty,no_harm,2.0001,0.5
Qwen/Qwen2.5-14B-Instruct,human_verbatim,0,YS2008-POOL-intentional,YS2008,intentional,guilty,harm,2.0025,0.5012
